MOF, Henry Coefficient, Error
ABAVIJ_clean 0.00202758 2.4086e-05
ABAYIO_clean 3.53357e-05 1.815e-07
ABAYOU_clean 3.73342e-05 2.86829e-07
ABESUX_clean 0.026905 0.00587278
ABETAE_clean 0.0221704 0.00468622
ABETIN_clean 2.53615e-05 5.88605e-08
ABEXEM_clean 0.00824949 0.00425461
ABEXEN_clean 0.00428315 0.000478272
ABEXIQ_clean 0.015864 0.0155483
ABEXOW_clean 0.00742849 0.0056242
ABEXUC_clean 0.0267741 0.0383186
ABEYAJ_clean 0.0421302 0.0902942
ABEYIR_clean 0.00381689 0.00188183
ABIXOZ_clean 8.11638 10.7064
ABIYIV_clean 0.000216872 3.48708e-06
ABULOB_clean 3.1482 0.18451
ABUWOJ_clean 0.00106361 3.44675e-05
ac403674p_si_001_clean 1.15985e-05 5.89116e-08
ACAJIY_clean 7.97266e-05 1.82589e-07
ACAJIZ_clean 1.37085e-05 9.93169e-08
ACAJOF_clean 1.16733e-05 5.32395e-08
ACAKUM_clean 8.93275 5.23049
ACALIB_clean 0.00250636 0.000354292
ACIBIY_clean 1.98997e-05 8.5126e-08
ACIBOE_clean 7.85074e-05 7.50576e-07
ACOGAB_clean 0.000912696 2.8541e-05
ACOGEF_clean 0.000909765 1.87803e-05
ACOLEL_clean 2.59471e-05 1.41646e-06
ACOLIP_clean 0.00048856 1.36184e-05
ACOLOV_clean 7.78306e-05 3.11192e-06
acs.cgd.5b01686_WAHFUJ1434675_clean 1.91895e-05 7.33959e-08
acs.cgd.6b00463_OLOMUZ1451936_clean 0.0427929 0.0280992
acs.chemmater.6b02817_cm6b02817_si_004_clean 2.74828e-05 6.60381e-08
acs.chemrev.6b00346_cr6b00346_si_001_clean 5.86886e-05 6.25308e-07
acscombsci.5b00188_24205_clean 7.23407e-05 3.14556e-06
acscombsci.5b00188_3001288_clean 1.04253e-05 8.03918e-08
acscombsci.5b00188_5020072_clean 9.15926e-06 8.67692e-08
acscombsci.5b00188_5024922_clean 1.13498e-05 1.49006e-07
acscombsci.5b00188_5036495_clean 1.54275e-05 5.03885e-08
acscombsci.5b00188_5040209_clean 3.10735e-05 2.67788e-07
acscombsci.5b00188_8372_clean 5.29248e-05 3.99937e-06
acs.inorgchem.5b02108_ic5b02108_si_002_clean 0.000230123 1.94602e-06
acs.inorgchem.5b02973_ic5b02973_si_002_clean 1.1247e-05 3.41691e-07
acs.inorgchem.6b00081_ic6b00081_si_001_clean 2.66441e-05 2.49712e-07
acs.inorgchem.6b00433_ic6b00433_si_002_clean 7.42637e-05 7.66371e-07
acs.inorgchem.6b00894_ic6b00894_si_002_clean 0.000285372 1.77811e-06
acs.inorgchem.6b00894_ic6b00894_si_003_clean 0.000252051 5.06333e-06
acs.inorgchem.6b01569_ic6b01569_si_002_clean 0.000108272 8.16805e-06
acs.inorgchem.6b01740_ic6b01740_si_002_clean 2.67868e-05 1.491e-07
acs.inorgchem.6b02407_ic6b02407_si_002_clean 0.000557177 2.77459e-05
acs.inorgchem.6b02407_ic6b02407_si_003_clean 0.000296318 3.44745e-06
acs.inorgchem.6b02514_ic6b02514_si_002_clean 2.10298e-05 3.7351e-07
acs.inorgchem.6b02696_ic6b02696_si_002_clean 6.94949e-05 1.03689e-06
acs.jchemed.6b00258_ed6b00258_si_005_clean 3.3007e-06 4.37233e-08
ACUBAB_clean 0.58849 0.215984
ACUFEK_clean 2.11531e-05 1.32885e-07
ACUJOZ_manual 2.31903e-05 5.05933e-08
ACUTOI_clean 7.51473e-05 4.09872e-06
ADABIS_clean 2.88495e-06 1.55254e-07
ADABUE_clean 2.96214e-06 4.83885e-08
ADARAA_clean 0.000589877 0.000216957
ADASAB_charged 9.08981e-06 4.949e-08
ADASEF_clean 1.91021e-05 1.9796e-07
ADASIJ_clean 2.78809e-05 1.80243e-07
ADASOP_clean 5.41441e-05 3.7765e-07
ADASUV_clean 3.19229e-05 5.65516e-07
ADATAC_clean 2.84046e-05 4.67374e-07
ADATEG_manual 1.07269e-05 2.57599e-08
ADATIK_clean 1.73949e-05 9.19979e-08
ADATOQ_clean 3.45329e-05 1.5613e-07
ADATUW_clean 3.42683e-05 1.47237e-07
ADAVAE_clean 4.16075e-05 2.17081e-07
ADAVEI_clean 4.33512e-05 2.22229e-07
ADAVIM_clean 5.20708e-05 7.31227e-07
ADAXEK_clean 6.48773e-05 7.58601e-07
ADAXIO_clean 0.00144522 5.46899e-05
ADEGIA01_clean 2625.45 2755.37
ADEGIA_clean 6150.33 5172.81
ADIQEL_clean 0.000361595 1.93033e-06
ADOCEC_clean 0.000513719 6.02073e-06
ADODAA_charged 4.95878e-05 2.14592e-06
ADODII_clean 8.27869e-05 6.47599e-07
ADUROI_clean 1.41866e-05 1.38279e-07
ADUWIH_clean 3.97065e-05 1.91099e-07
ADUWON_clean 4.84353e-05 1.72583e-07
AFEJOK_ion_b 4.79837e-05 1.34372e-07
AFENEE_clean 0.000164448 1.65731e-06
AFIPAH_clean 26003.7 8400.08
AFITEP_clean 0.000881743 4.89927e-05
AFITUF_clean 4.82745e-05 3.57035e-07
AFIXAO_clean 3.0286e-05 3.44756e-07
AFIXES_clean 3.24891e-05 3.54799e-07
AFOQUI_clean 0.00154434 0.000137384
AFOTUL_clean 0.024545 0.00747152
AFOVAT_clean 0.00690517 0.00192433
AFOVEX_clean 0.0274175 0.0239731
AFOVIB_clean 0.0128425 0.00643686
AFOVOH_clean 0.0344976 0.0127197
AFOYAW_clean 7.79691e-05 1.18413e-06
AFOYEB_clean 8.6723e-06 6.18942e-08
AFOYIE_clean 1.14328e-05 5.26162e-08
AFOYOK_clean 7.62157e-06 9.29783e-09
AFUKET_clean 0.000553218 1.36585e-05
AFUKIX_clean 7.448e-05 1.41496e-06
AFUPEX_clean 0.0313421 0.027086
AGABIU_clean 2.88638e-05 8.42172e-07
AGARUW_clean 0.00447603 0.00104667
AGESIP_clean 0.11776 0.00674456
AGIMOU_clean 3.68311e-05 3.98096e-07
AGIREP_clean 6.41072e-05 4.06607e-06
AGOFEJ_clean 3.94095e-05 8.87815e-08
AGONAM_clean 4.36904e-05 4.5453e-07
AGONEQ_clean 2.90432e-05 8.87283e-08
AGOVOJ_clean 2.23703e-05 2.4666e-07
AGUTUS_clean 3.62303e-07 6.71825e-09
AGUVOO_charged 6.25843e-05 8.47952e-07
AGUWUV_clean 0.00213605 0.0001431
AHAMAY_clean 0.00102356 6.73355e-05
AHEBAS_clean 0.000257105 3.01339e-06
AHEQAH_clean 0.028738 0.0158216
AHINIP_clean 0.000180911 3.58649e-06
AHOBEG_clean 0.00656557 0.00122368
AHOJUC_clean 42.9598 10.3338
AHOKAJ_clean 0.030495 0.0201191
AHOKIR01_clean 555281 642458
AHOKIR_clean 335.561 77.9742
AHOKOX_clean 16151.9 39710.6
AHUTIH01_clean 1.11955 0.0631427
AHUTIH_clean 0.37612 0.254205
AJAKON_clean 0.000901378 1.78599e-05
AJAMEF_clean 0.00037454 8.96719e-06
AJAYIT_clean 6.88908e-05 1.37143e-06
AJIGIL_clean 0.17399 0.0480987
AJINOY_clean 1.03887e-05 5.23596e-07
AJOTEY_clean 0.00108494 0.000189871
AJOVEB_clean 0.00991178 0.00362994
AJOXAA_clean 0.00301896 0.00175897
AJUNOK_clean 7.14442e-05 6.46709e-07
AKEDIF_clean 0.000106968 3.26479e-06
AKOBAF_clean 0.000458793 7.72912e-06
AKOHEO_clean 0.00444431 0.00157676
AKUHOD01_clean 8.95365e+06 1.56477e+07
AKUHOD_clean 5.0527e+06 5.78046e+06
AKUKUO_clean 0.000339421 6.42159e-05
ALALUU01_clean 5.92296e+06 6.23626e+06
ALALUU_clean 810597 256670
ALAMUW_clean 3.75722e-05 1.24648e-07
ALANAD_clean 0.000303095 1.79987e-05
ALATAK_clean 0.00193729 0.000210713
ALEJAE_clean 1.68821e-05 8.18108e-08
ALEJEI_clean 4.53763e-05 4.4511e-07
ALEJIM_clean 5.95009e-05 1.00174e-06
ALIBUT_clean 7.78594e-06 9.54323e-08
ALICAA_clean 5.73642e-06 4.01499e-08
ALIFUY_clean 0.000135739 9.56352e-07
ALIXAU_clean_h 0.000877972 1.07148e-05
ALIXOJ_clean 0.000152078 2.55077e-06
ALIXUP_clean 1.28741e-05 2.59249e-07
ALOLES_ion_b 0.0264368 0.0220358
ALOLET_charged 0.254482 0.0230422
ALOLIY_clean 0.0563116 0.0175841
ALOLOD_charged 0.0300078 0.00275973
ALONEV_clean 5.7039e-05 5.55673e-07
ALUJEX_clean 0.00261497 0.000540513
ALUJIB_clean 0.00455475 0.00141954
ALUJOH_clean 0.0129747 0.00392125
ALUJUN_clean 5.69655 4.61021
ALUKAU_clean 28293.8 10930.6
ALUKIC_clean 0.00158067 0.00151623
ALUKOI_clean 0.00163695 0.00168993
ALULAV_clean 0.000838182 0.000399283
ALULEZ_clean 9.70773e-06 9.57555e-08
ALULID_clean 0.0339011 0.0129789
ALURAB_clean 7.5482e-05 4.1033e-07
ALUREF_clean 7.99133e-05 4.40819e-07
ALURIJ_clean 8.40078e-05 4.40053e-07
AMAFOK_clean 7.30416e-05 1.63561e-06
AMAGAX_clean 2.71112e-05 9.62858e-08
AMALND_clean 25.7276 6.3966
AMEJOS_charged 0.000113299 5.77138e-06
AMIKOX_clean 1.16009e-06 3.67274e-08
AMILOY_clean 0.000355543 1.3587e-05
AMILUE_clean 0.000356469 6.53463e-06
AMIMAL_clean 0.00027492 9.40918e-06
AMIMEP_clean 0.000483164 1.32136e-05
AMIWOJ_clean 3.7786 2.05302
AMIXAW_clean 11.7652 5.12287
AMIXEA_clean 3.27253 1.09183
AMOYOR_clean 0.0789664 0.0184108
AMOZAE_clean 1136.61 1002.41
AMUFAR_clean 0.00220684 0.00100925
AMUFEV_clean 0.00692065 0.000684301
AMUFIZ_clean 0.00569285 0.00095722
AMUFOF_clean 0.000223448 0.000156438
AMUPOP_clean 0.000669926 7.88453e-06
AMUWUB_clean 1.76528e-05 4.50398e-07
AMUXAI_clean 1.43477e-05 2.80832e-07
ANAWIX_clean 0.000164525 1.41241e-06
ANAWOD_clean 2.05757e-05 9.58593e-08
ANEHEI_clean 0.000642421 1.64387e-05
ANENEN_clean 0.00749426 0.000583738
ANENIR_clean 0.0062517 0.000527805
ANEPIT_clean 0.0673088 0.00478021
ANIDIL_clean 5.69667e-05 9.81493e-07
ANOMUM_clean 0.000181694 9.86799e-06
ANONAT_manual 0.000101641 4.48231e-06
ANUGEW_clean 1.48812e-05 6.69381e-08
ANUGIA_clean 1.93551e-05 9.87845e-08
ANUGOG_clean 2.42227e-05 4.4439e-08
APARAM_clean 4.28816e-05 9.97316e-07
APAYUN_clean 0.0245311 0.0117737
APAZIC_clean 0.0101078 0.00226265
APAZOI_clean 0.0208468 0.00442252
APEBED_clean 0.000101119 4.12568e-06
APEBEE_clean 0.000289476 4.88913e-06
APEBUU_clean 0.00129373 7.51681e-05
APETAS_clean 0.195987 0.0162516
APUPEH_clean 1.02319e-05 4.11044e-08
AQAJEI_clean 0.000238484 2.10461e-06
AQALOU_clean 0.0122833 0.000815179
AQEFUY_clean 1.58901e-05 1.21892e-07
AQEQES_clean 6.61584e-05 3.57345e-07
AQEQIW_clean 4.13647e-05 2.95291e-07
AQETIA_clean 0.000501601 5.85178e-05
AQETUM_clean 2.17616e-05 9.14072e-07
AQIQAU_clean 0.000237845 1.70788e-05
AQIXUV_clean 0.000137873 3.05025e-05
AQMAND01_clean 1.9948e+07 2.39509e+07
AQMAND_clean 19.3902 26.4623
AQODOA_clean 4.77746e-06 5.06899e-07
AQOLEZ_clean 0.000179684 2.01716e-06
AQOLUP_clean 6.89362e-05 4.68116e-07
AQOMEA01_clean 6.20601e-05 3.0649e-07
AQOMEA_clean 5.68782e-05 3.92164e-07
AQOSEG_clean 2.47262e-05 1.14571e-07
AQUCOF_clean 2.73012e-05 8.06892e-07
AQUCOG_clean 0.000199463 1.14301e-05
AQUCUM_clean 0.000223332 1.69518e-05
AQUDAS_clean 2.6757e-05 3.07647e-07
AQUDAT_clean 0.00343968 0.000199342
AQUDEX_clean 0.00225761 0.000131698
AQUDIB_clean 0.000177886 1.13102e-05
AQUDOH_clean 0.00111547 0.000334252
ARADEE_clean 5.9932e-05 6.52381e-07
ARAFEF_clean 3.25985e-05 1.08985e-07
ARAFIJ_clean 3.32045e-05 1.19507e-07
ARAFOP_clean 8.73121e-05 9.18149e-07
ARAGOR_clean 0.00112376 2.37634e-05
ARAHIM01_clean 0.00312548 0.000134209
ARAHIM02_clean 0.0146861 0.000571948
ARAHIM_clean 0.00198588 4.14341e-05
ARINOF_clean 2.60136e-05 1.84251e-07
ARINUL_clean 2.49507e-05 1.68505e-07
AROFAP_clean 0.000674786 1.49104e-05
AROFET_clean 0.000899817 9.76348e-05
ARUCOH01_clean 0.0014322 3.20682e-05
ARUCUN_clean 0.00044704 1.04246e-05
ARUDAU_clean 0.000601242 7.03177e-06
ARUJED_clean 1.8278e-06 3.4019e-08
ARUYES_clean 0.0024554 0.000220397
ARUYOB_clean 9.80447 0.619231
ARUYUH01_clean 0.0025502 6.93293e-05
ARUYUH_clean 0.0034104 0.0001815
ASACON_clean 0.000118484 1.42594e-06
ASADAA_clean 7.9837e-05 1.74301e-06
ASAMUE_clean 0.00014871 2.04137e-05
ASECUY_clean 2.53486e-05 1.99642e-07
ASEJOZ01_clean 0.00789611 0.00137935
ASEJOZ_clean 0.0226071 0.0010267
ASINAT_clean 7.76859e-05 6.35509e-07
