,Unnamed: 0,MOF,Kh CH4/ Kh CO2,Kh CH4/Kh H2O,Kh CH4/Kh N2,Kh CH4/Kh N2O,Kh CH4/Kh O2,Kh CO2/Kh H2O,Kh CO2/Kh N2,Kh CO2/Kh N2O,Kh CO2/Kh O2,Kh H2O/Kh N2,Kh H2O/Kh N2O,Kh H2O/Kh O2,Kh N2/Kh N2O,Kh N2/Kh O2,Kh N2O/Kh O2,Kh CO2/Kh CH4,Kh H2O/Kh CH4,Kh H2O/Kh CO2,Kh N2/Kh CH4,Kh N2/Kh CO2,Kh N2/Kh H2O,Kh N2O/Kh CH4,Kh N2O/Kh CO2,Kh N2O/Kh H2O,Kh N2O/Kh N2,Kh O2/Kh CH4,Kh O2/Kh CO2,Kh O2/Kh H2O,Kh O2/Kh N2,Kh O2/Kh N2O,LCD,PLD,SA,VF,VF Error,AV
8324,8801,YOMNIZ_clean,0.596825397,2.835595777,3.149078727,0.693726937,0.94,4.751131222,5.27638191,1.162361624,1.575,1.110552764,0.244649446,0.3315,0.220295203,0.2985,1.355,1.675531915,0.352659574,0.317553191,1.441489362,1.063829787,0.21047619,0.18952381,0.86031746,0.634920635,0.900452489,4.087481146,3.016591252,4.539363484,3.350083752,0.73800738,4.47595,3.15695,970.274,0.531879,0.000945,0.0347359
8325,8802,YOMVIG01_clean,0.016018564,0.698747135,9.078511166,0.020584224,1.150070885,43.6210848,566.7493797,1.285023067,71.79612917,12.99255583,0.02945876,1.645904257,0.002267357,0.126680561,55.8714711,62.42756871,1.43113288,0.11015022,48.58089345,0.869511622,0.022924694,0.001764448,0.778196147,0.013928327,0.07696715,33.94576012,0.607568755,441.0421836,7.893870968,0.017898222,,,,,,
8326,8803,YOMVIG_clean,0.013490498,0.02044977,6.68707483,0.018836614,1.14037123,1.515864695,495.6877551,1.396287482,84.53143852,327.0,0.92111617,55.76450116,0.002816869,0.170533643,60.54013921,74.12624619,48.90030519,0.149542218,53.08809766,0.876907426,0.659689485,0.002017399,0.716184893,0.011829918,0.003058104,1.085639393,0.017932555,355.0040816,5.863945578,0.016517967,4.84062,3.90347,1822.05,0.530951,0.000878,0.0972936
8327,8804,YOMZIL_clean,0.315210356,0.118347509,5.763313609,0.363432836,1.334246575,0.37545565,18.28402367,1.152985075,4.232876712,48.69822485,3.070895522,11.2739726,0.063059701,0.231506849,3.671232877,3.1724846,8.449691992,0.173511294,2.751540041,0.749486653,2.663430421,0.054692557,0.867313916,0.236245955,0.020534629,0.32563791,0.088699878,15.85798817,4.319526627,0.27238806,,,,,,
8328,8805,YONNAR_clean,0.036706077,9.4e-08,2.262068966,0.034034429,1.036334913,2.56e-06,61.62655172,0.927215091,28.23333333,24058551.72,361977.9399,11022085.31,0.015045708,0.458135861,30.44960506,27.24344512,10635640.24,0.442073171,29.3820122,0.964939024,390392.6319,0.016226772,1.078498408,0.035419126,4.16e-08,2.76e-06,9.07e-08,66.46413793,2.182758621,0.032841148,13.51875,4.58024,2767.94,0.897903,0.00108,0.327199
8329,8806,YONNUL_clean,0.12057455,0.195939193,5.12908778,0.141415867,0.868804665,1.625046026,42.53872633,1.172850052,7.205539359,26.17693632,0.721733436,4.434052478,0.027571349,0.169387755,6.14361516,8.293624161,5.103624161,0.194966443,7.071342282,1.151006711,0.615367186,0.023507991,0.852623913,0.138782116,0.038201568,1.385553101,0.225527326,36.26953528,5.903614458,0.162770612,8.21663,6.97386,2287.79,0.81072,0.000896,0.227831
8330,8807,YOPMAS_clean,4.31e-05,4.02e-07,0.556277056,8.24e-05,0.157668712,0.009327579,12915.04329,1.912254388,3660.582822,1384608.225,205.0107843,392447.2393,0.000148064,0.283435583,1914.276074,23216.92607,2489062.257,1.79766537,12141.1284,6.342412451,107.2089496,7.74e-05,0.522942976,0.000273181,7.22e-07,0.004877792,2.55e-06,6753.831169,3.528138528,0.000522391,6.68503,4.40867,1976.61,0.718884,0.000667,0.197996
8331,8808,YOPNUO_clean,0.000209155,1.19e-10,0.185667752,4.41e-05,0.110322581,5.7e-07,887.7024973,0.210720379,527.4670968,1556449511.0,369465.7079,924832258.1,0.000237377,0.594193548,2503.16129,4781.134503,8382982456.0,5.385964912,22689.47368,9.064327485,1753345.875,0.001126504,4.745625472,0.001895853,6.42e-10,2.71e-06,1.08e-09,4212.703583,1.682953312,0.000399495,8.52599,5.82023,3468.39,0.915314,0.001731,0.383833
8332,8809,YOPPAW_clean,0.014741407,4.7e-11,3.163972286,0.03174971,0.56846473,3.19e-09,214.6316397,2.15377752,38.56244813,67378752887.0,676129779.8,12105809129.0,0.010034762,0.17966805,17.90456432,67.83613139,21295620438.0,0.316058394,31.49635036,1.759124088,313927401.3,0.004659145,0.464300509,0.025931964,1.48e-11,1.48e-09,8.26e-11,99.65357968,5.565819861,0.05585168,7.56959,6.44554,2410.49,0.846355,0.000384,0.304898
8333,8810,YOPQEB_clean,4.72e-06,3.13e-09,0.315282792,9.23e-06,0.043092105,0.000664407,66823.94705,1.957249804,9133.338816,100576775.0,2945.858211,13746595.39,2.93e-05,0.136677632,4666.414474,211949.2366,319004961.8,3.171755725,108289.313,23.20610687,1505.100782,1.5e-05,0.510920986,0.000109489,9.94e-09,0.00033946,7.27e-08,34141.75692,7.316486161,0.000214297,,,,,,
8334,8811,YOQLAT_clean,0.000167272,2.7e-13,1.389312977,0.000268162,0.900990099,1.62e-09,8305.725191,1.603152525,5386.386139,5137400000000.0,991610357.5,3331680000000.0,0.000193018,0.648514851,3359.871287,5978.296703,3697800000000.0,0.71978022,3729.087912,1.10989011,618537751.0,0.000120399,0.623770966,0.000185653,1.95e-13,1.01e-09,3e-13,5180.870229,1.541984733,0.00029763,3.22197,3.01037,1151.48,0.429566,0.001047,0.0200562
8335,8812,YOQYEK_clean,1.66e-05,4.17e-07,1.15e-09,1.96e-12,0.012327044,0.025140184,6.95e-05,1.18e-07,743.572327,0.002765522,4.7e-06,29577.04403,0.001700157,10694921.38,6290550314.0,60320.40816,2399362.245,867598214.3,510305000000.0,81.12244898,39.77695639,14383.1622,8459903.745,0.001344859,361.5953432,212683.5362,3.38e-05,588.1810711,9.35e-08,1.59e-10,3.17223,2.81214,1112.07,0.464461,0.00077,0.015482
8336,8813,YOQYOT_clean,0.020049505,7.67e-07,1.723404255,0.27,0.098062954,3.83e-05,85.95744681,13.46666667,4.891041162,2245872.34,351853.3333,127791.7676,0.156666667,0.056900726,0.363196126,49.87654321,1303160.494,0.580246914,3.703703704,10.19753086,26127.72277,0.011633663,0.074257426,0.204455446,4.45e-07,2.84e-06,7.83e-06,6.382978723,17.57446809,2.753333333,4.21946,3.54584,2823.36,0.780286,0.000388,0.0937556
8337,8814,YORGOD_clean,0.23875969,0.000282734,3.969072165,0.254545455,1.062068966,0.001184177,16.62371134,1.066115702,4.448275862,14038.19588,900.3008264,3756.427586,0.064132231,0.267586207,4.172413793,4.188311688,3536.896104,0.251948052,3.928571429,0.941558442,844.4682171,0.060155039,0.937984496,0.224806202,7.12e-05,0.00111074,0.00026621,15.59278351,3.737113402,0.239669421,4.2412,3.56279,2861.67,0.785923,0.001034,0.101564
8338,8815,YORNIE_clean,0.026909518,2.4e-05,1.449367089,0.044294004,0.864150943,0.000891491,53.86075949,1.646034816,32.11320755,60416.51899,1846.384913,36021.92453,0.030560928,0.596226415,19.50943396,37.16157205,41684.75983,0.689956332,22.57641921,1.15720524,1121.716804,0.018566392,0.607520564,0.031139835,1.66e-05,0.000541599,2.78e-05,32.72151899,1.67721519,0.051257253,4.29017,3.25005,736.899,0.582456,0.001529,0.0263841
8339,8817,YOTRUW_clean,0.000167458,8.79e-09,1.284125379,0.000102322,0.62254902,5.25e-05,7668.321537,0.611029021,3717.632353,146108190.1,11642.22756,70833823.53,7.97e-05,0.484803922,6084.215686,5971.629921,113780315.0,0.778740157,9773.070866,1.606299213,19053.47727,0.000130407,1.636583478,0.000268988,6.84e-09,8.59e-05,1.41e-08,12549.84833,2.062689585,0.00016436,10.78711,9.22291,4611.12,0.972204,0.001064,1.22987
8340,8818,YOTSAD_clean,0.000204701,2.14e-08,0.973684211,0.000187929,0.428985507,0.000104648,4756.628289,0.918066873,2095.673913,45453618.42,8772.907785,20025942.03,0.000193008,0.44057971,2282.702899,4885.185811,46682094.59,1.027027027,5321.165541,2.331081081,9555.848314,0.000210233,1.089245271,0.000477173,2.2e-08,0.000113987,4.99e-08,5181.134868,2.269736842,0.000438077,3.84336,2.52769,1049.7,0.353035,0.000377,0.0239343
8341,8819,YOTXOW_clean,0.016425121,0.031481481,0.088695652,1.92e-05,0.73381295,1.916666667,5.4,0.001171296,44.67625899,2.817391304,0.000611111,23.30935252,0.000216907,8.273381295,38142.58993,60.88235294,31.76470588,11.2745098,51978.62745,1.362745098,0.52173913,0.185185185,853.7552335,0.022383253,0.354938272,1636.364198,0.042901235,4610.278261,0.120869565,2.62e-05,4.30873,2.41482,1182.75,0.38726,0.000882,0.0352118
8342,8820,YOVPEG_clean,0.020311924,0.002717465,3.006024096,0.030910561,0.93271028,0.133786698,147.9930723,1.521793804,45.91934579,1106.186747,11.37477661,343.2280374,0.010282872,0.310280374,30.17448598,49.23216433,367.98998,0.332665331,32.35140281,1.072144289,7.474584654,0.006757073,0.657119248,0.021777314,0.000904006,0.087913814,0.002913515,97.24909639,3.222891566,0.033140581,3.6354,3.21043,706.643,0.293131,0.000586,0.019426
8343,8821,YOVXEO_clean,0.052865613,0.001150037,5.005847953,0.127761194,1.033816425,0.021753967,94.69005848,2.416716418,19.55555556,4352.77193,111.0931343,898.942029,0.025522388,0.206521739,8.09178744,18.91588785,869.5373832,0.199766355,7.827102804,0.96728972,45.96862648,0.010560771,0.413784585,0.051136364,0.000229739,0.009001456,0.001112419,39.18128655,4.842105263,0.12358209,4.86158,4.09044,1533.67,0.677795,0.001055,0.0761139
8344,8822,YOYBUL_clean,0.098798539,0.19858156,3.668122271,0.161161901,0.938547486,2.009964539,37.12729258,1.631217444,9.499608939,18.47161572,0.811565285,4.726256983,0.043935804,0.255865922,5.823631285,10.12160714,5.035714286,0.272619048,6.204940476,1.06547619,0.497521215,0.026934364,0.613039055,0.105267491,0.054137116,1.232186761,0.211583924,22.76048035,3.908296943,0.171714168,5.60047,3.20967,1482.32,0.679156,0.000542,0.093602
8345,8823,YOYNUX_clean,0.078488469,4.268943436,7.130124777,0.100527013,0.862068966,54.38943436,90.842959,1.280787026,10.98338362,1.670231729,0.023548453,0.201939655,0.014098914,0.120905172,8.57549569,12.740725,0.23425,0.14025,9.947575,1.16,0.018385924,0.011008008,0.780769933,0.091046624,0.598719317,42.46563501,4.951974386,70.92745098,8.270944742,0.116611335,4.73064,4.15643,1338.14,0.535072,0.000954,0.0868159
8346,8824,YOYPAF_clean,0.0699852,3.953703704,7.140468227,0.087810034,0.842209073,56.49342593,102.0282609,1.254694341,12.03410256,1.806020067,0.022209564,0.213017751,0.012297518,0.117948718,9.591262327,14.28873536,0.2529274,0.140046838,11.38822014,1.18735363,0.017701175,0.009801206,0.797006862,0.083097181,0.553703704,45.02564815,4.694444444,81.31722408,8.47826087,0.104261563,,,,,,
8347,8825,YOYPEJ_clean,0.084086206,4.018311292,7.078853047,0.106931315,0.860566449,47.78799593,84.18566308,1.271686754,10.23433551,1.761648746,0.026611008,0.21416122,0.01510574,0.121568627,8.047843137,11.89255696,0.248860759,0.141265823,9.351797468,1.162025316,0.020925757,0.011878507,0.786357173,0.097710301,0.567650051,37.57843337,4.669379451,66.2,8.225806452,0.124256895,4.67162,3.9585,2296.41,0.751249,0.001413,0.101627
8348,8826,YOYPIN_clean,0.096012936,5.247093023,6.982591876,0.120904405,0.85952381,54.64985465,72.72553191,1.259251196,8.952166667,1.330754352,0.023042169,0.163809524,0.017315118,0.123095238,7.109119048,10.41526316,0.190581717,0.143213296,8.27099723,1.163434903,0.01829831,0.013750329,0.794122732,0.111704801,0.751453488,43.39869186,6.104651163,57.75299807,8.123791103,0.140664405,12.08201,9.91355,4611.54,0.973508,0.000516,1.22737
8349,8827,YOYPOT_clean,0.124417172,5.493333333,7.190226876,0.111300514,0.886021505,44.15253333,57.791274,0.894575181,7.121376344,1.308900524,0.020261016,0.161290323,0.015479416,0.123225806,7.960623656,8.037475728,0.182038835,0.13907767,8.984684466,1.128640777,0.022648757,0.01730365,1.117849032,0.140422294,0.764,49.35586667,6.2,64.60191972,8.115183246,0.125618299,7.07898,5.31452,2191.93,0.728634,0.000823,0.240224
8350,8828,YOYPUZ_clean,0.092659371,5.695839311,7.051509769,0.114490718,0.894144144,61.47073171,76.10142096,1.235608632,9.649797297,1.238010657,0.020100763,0.156981982,0.016236341,0.126801802,7.809752252,10.79221662,0.175566751,0.141813602,8.734332494,1.118387909,0.016267905,0.013140359,0.809317752,0.10362912,0.807747489,49.74935438,6.370157819,61.59023091,7.886323268,0.128045035,4.9958,3.46915,3062.56,0.819294,0.000721,0.152373
8351,8829,YOYQAG_clean,0.090156057,5.51048951,6.87609075,0.113032277,0.865934066,61.12167832,76.26876091,1.25374025,9.604835165,1.247818499,0.020512203,0.157142857,0.01643845,0.125934066,7.660945055,11.09187817,0.181472081,0.145431472,8.847030457,1.154822335,0.016360807,0.013111528,0.797613382,0.104114228,0.801398601,48.75146853,6.363636364,60.83298429,7.940663176,0.130532198,5.03615,3.51292,3068.66,0.817674,0.001507,0.150093
8352,8830,YOYQEK_clean,0.052806154,4.367396594,5.904605263,0.066328312,0.679924242,82.70620438,111.8166118,1.256071627,12.87585227,1.351973684,0.015187151,0.155681818,0.011233319,0.115151515,10.25089015,18.93718663,0.228969359,0.169359331,15.07651811,1.470752089,0.012090991,0.008943215,0.796132942,0.077664762,0.739659367,65.84513382,6.423357664,89.02088816,8.684210526,0.097552504,10.92065,8.43627,2004.84,0.72437,0.000986,0.218958
8353,8831,YOYQIO_clean,0.093106173,4.8701973,6.876832845,0.093755747,0.895038168,52.30799585,73.8601173,1.006976707,9.613091603,1.41202346,0.019250914,0.183778626,0.013633565,0.130152672,9.54648855,10.74042644,0.20533049,0.145415778,10.66601279,1.117270789,0.019117536,0.013539107,0.99307163,0.104024807,0.708203531,51.94558671,5.44132918,73.3483871,7.683284457,0.104750558,4.84924,3.94171,742.321,0.480092,0.000671,0.040122
8354,8832,YOYQOU_clean,0.064726204,4.116504854,6.074498567,0.066031991,0.691680261,63.59873786,93.8491404,1.020174019,10.68624796,1.475644699,0.01604079,0.168026101,0.010870361,0.113866232,10.47492659,15.4496934,0.242924528,0.164622642,15.14417453,1.445754717,0.015723582,0.010655399,0.980224924,0.093578214,0.677669903,62.34106796,5.951456311,91.99326648,8.782234957,0.095466063,7.48304,4.32366,2436.03,0.756707,0.000306,0.187508
8355,8833,YOYQUA_clean,0.051798702,3.573033708,5.501730104,0.063436334,0.633466135,68.97921348,106.2136678,1.22467035,12.22938247,1.539792388,0.017754194,0.177290837,0.011530252,0.115139442,9.985856574,19.30550314,0.279874214,0.181761006,15.76383648,1.578616352,0.014497121,0.009414984,0.816546265,0.081770278,0.649438202,56.3247191,5.640449438,86.7283737,8.685121107,0.100141635,4.04864,3.84801,970.096,0.390836,0.001028,0.0393216
8356,8834,YOYRAH_clean,0.106661117,4.084682441,6.707566462,0.128498952,0.903581267,38.29589041,62.88670757,1.204740358,8.471515152,1.642126789,0.031458737,0.221212121,0.019157313,0.134710744,7.031818182,9.375487805,0.244817073,0.149085366,7.782164634,1.106707317,0.026112462,0.015901612,0.830054371,0.118042638,0.608966376,31.78767123,4.520547945,52.1993865,7.423312883,0.14221073,4.24138,4.03203,1065.72,0.399687,0.001128,0.0472947
8357,8835,YOYREL_clean,0.105483996,4.639175258,6.728971963,0.123084498,0.949868074,43.97989691,63.79140187,1.166854712,9.004854881,1.45046729,0.026531547,0.20474934,0.018291724,0.14116095,7.717203166,9.480111111,0.215555556,0.148611111,8.1245,1.052777778,0.022737661,0.015676094,0.857004723,0.111051207,0.68943299,37.69097938,4.884020619,54.66953271,7.08411215,0.129580624,6.83643,4.32814,2432.72,0.729016,0.001396,0.170585
8358,8836,YOYRIP_clean,0.05543687,3.796296296,5.655172414,0.067717108,0.686192469,68.47962963,102.0110345,1.221517524,12.37790795,1.489655172,0.017837677,0.180753138,0.011974367,0.121338912,10.13322176,18.03853659,0.263414634,0.176829268,14.76731707,1.457317073,0.014602883,0.009802861,0.818653831,0.080789097,0.671296296,56.06111111,5.532407407,83.51172414,8.24137931,0.098685297,6.8392,4.32331,2422.29,0.728643,0.000896,0.169464
8359,8837,YOYSUB_clean,0.001948949,0.003197044,1.295409182,0.000656883,0.144866071,1.640394089,664.6706587,0.337044534,74.33035714,405.1896208,0.205465587,45.3125,0.000507085,0.111830357,220.5357143,513.0970724,312.788906,0.771956857,1522.342065,6.902927581,0.60960961,0.001504505,2.966966967,0.013453453,0.00246798,4.866995074,0.022068966,1972.055888,8.942115768,0.004534413,8.03848,5.65574,2632.13,0.770642,0.001388,0.229224
8360,8838,YOYTOX_clean,0.046761134,0.652542373,2.817073171,0.083695652,0.623481781,13.95480226,60.24390244,1.789855072,13.33333333,4.317073171,0.12826087,0.955465587,0.029710145,0.221322537,7.449392713,21.38528139,1.532467532,0.354978355,11.94805195,1.603896104,0.071659919,0.01659919,0.558704453,0.075,0.231638418,7.796610169,1.046610169,33.65853659,4.518292683,0.13423913,,,,,,
8361,8839,YOYTUD_clean,0.037546544,0.676966292,2.886227545,0.075786164,0.591411043,18.03005618,76.87065868,2.018459119,15.75141104,4.263473054,0.111949686,0.873619632,0.026257862,0.204907975,7.803680982,26.63360996,1.477178423,0.346473029,13.19502075,1.690871369,0.055462944,0.013008865,0.495427423,0.063486376,0.234550562,8.93258427,1.144662921,38.08383234,4.880239521,0.128144654,,,,,,
8362,8840,YOYVAL_clean,0.069761905,0.908527132,3.167567568,0.118145161,0.809392265,13.02325581,45.40540541,1.693548387,11.60220994,3.486486486,0.130040323,0.890883978,0.037298387,0.255524862,6.850828729,14.33447099,1.100682594,0.315699659,8.464163823,1.235494881,0.076785714,0.02202381,0.59047619,0.086190476,0.286821705,7.689922481,1.12248062,26.81081081,3.913513514,0.145967742,8.23995,5.69274,2609.19,0.771207,0.000587,0.239714
8363,8841,YOYVEP01_clean,0.052198853,0.408682635,2.575471698,0.049546279,0.500917431,7.829341317,49.33962264,0.949183303,9.596330275,6.301886792,0.12123412,1.225688073,0.01923775,0.194495413,10.11009174,19.15750916,2.446886447,0.388278388,20.18315018,1.996336996,0.127724665,0.020267686,1.053537285,0.104206501,0.158682635,8.248502994,0.815868263,51.98113208,5.141509434,0.098911071,5.20553,3.75045,1528.18,0.603658,0.001143,0.0773685
8364,8842,YOYVOZ01_clean,0.041825902,0.672354949,2.984848485,0.07959596,0.66779661,16.07508532,71.36363636,1.903030303,15.96610169,4.439393939,0.118383838,0.993220339,0.026666667,0.223728814,8.389830508,23.90862944,1.487309645,0.335025381,12.56345178,1.497461929,0.062208068,0.014012739,0.525477707,0.062632696,0.225255973,8.447098976,1.006825939,37.5,4.46969697,0.119191919,8.255,5.9525,1877.35,0.666134,0.000784,0.206219
8365,8843,YOYVOZ_clean,0.021136318,0.38,2.590909091,0.045819936,0.485519591,17.97853333,122.5809091,2.167829582,22.97086882,6.818181818,0.120578778,1.277683135,0.017684887,0.187393526,10.59625213,47.31192982,2.631578947,0.385964912,21.8245614,2.059649123,0.05562189,0.008157877,0.461290873,0.043533399,0.146666667,8.293333333,0.782666667,56.54545455,5.336363636,0.09437299,6.60096,5.85838,2889.27,0.791798,0.001022,0.234905
8366,8844,YOYWEQ01_clean,0.045859873,0.236842105,2.56227758,0.04556962,0.422700587,5.164473684,55.87188612,0.993670886,9.217221135,10.81850534,0.192405063,1.784735812,0.01778481,0.164970646,9.27592955,21.80555556,4.222222222,0.390277778,21.94444444,2.365740741,0.193630573,0.017898089,1.006369427,0.108492569,0.092434211,5.197368421,0.560307018,56.22775801,6.06168446,0.107805907,10.95452,9.96703,2003.16,0.745917,0.00092,0.36137
8367,8845,YOYWEQ_clean,0.026211454,0.378378378,2.542735043,0.055092593,0.466666667,14.43561208,97.00854701,2.101851852,17.80392157,6.72008547,0.145601852,1.233333333,0.021666667,0.183529412,8.470588235,38.1512605,2.642857143,0.393277311,18.1512605,2.142857143,0.069273128,0.01030837,0.475770925,0.056167401,0.148807631,6.868044515,0.810810811,46.15384615,5.448717949,0.118055556,4.14546,2.6452,476.273,0.265131,0.000652,0.0148805
8368,8846,YOYZET_clean,0.220823245,0.029811618,4.725388601,0.213084112,1.230769231,0.135002174,21.39896373,0.964953271,5.573549258,158.5082902,7.147686916,41.28488529,0.045093458,0.260458839,5.775978408,4.528508772,33.5439693,0.211622807,4.692982456,0.8125,7.407288136,0.046731235,1.036319613,0.179418886,0.006308818,0.1399054,0.02422194,22.1761658,3.839378238,0.173130841,4.75094,3.73804,1102.11,0.416502,0.0006,0.053502
8369,8847,YOZBAS_clean,0.609011628,19.13242009,6.588050314,0.542746114,1.551851852,31.41552511,10.81761006,0.89119171,2.548148148,0.344339623,0.028367876,0.081111111,0.08238342,0.235555556,2.859259259,1.642004773,0.052267303,0.151789976,1.8424821,0.644391408,0.031831395,0.09244186,1.122093023,0.39244186,2.904109589,35.25114155,12.32876712,12.13836478,4.245283019,0.349740933,4.88109,3.65952,1165.34,0.419024,0.001192,0.0559627
8370,8848,YOZBOF_SL,0.237082067,0.099349136,5.148514851,0.211382114,1.098591549,0.41904956,21.71617162,0.891598916,4.633802817,51.82244224,2.127669377,11.05788732,0.041056911,0.213380282,5.197183099,4.217948718,10.06551282,0.194230769,4.730769231,0.91025641,2.386352584,0.046048632,1.121580547,0.215805471,0.019296659,0.469997835,0.090433188,24.35643564,4.686468647,0.192411924,5.24127,3.85188,1269.5,0.451115,0.000771,0.0686379
8371,8849,YOZCAS_manual,0.17702407,0.038190642,4.372972973,0.158939096,1.058900524,0.215736999,24.7027027,0.8978389,5.981675393,114.5037838,4.16172888,27.72670157,0.036345776,0.242146597,6.662303665,5.64894932,26.18442522,0.228677379,6.291718171,0.944375773,4.635273523,0.0404814,1.113785558,0.167177243,0.008733336,0.240284754,0.036066317,27.51351351,4.12972973,0.150098232,4.81303,3.64676,1100.51,0.412182,0.00135,0.0518635
8372,8850,YOZJEE01_clean,0.052903226,0.726735598,2.928571429,0.09389313,0.669387755,13.73707533,55.35714286,1.77480916,12.65306122,4.029761905,0.129198473,0.921088435,0.032061069,0.228571429,7.129251701,18.90243902,1.37601626,0.341463415,10.6504065,1.493902439,0.072795699,0.018064516,0.56344086,0.079032258,0.248153619,7.740029542,1.085672083,31.19047619,4.375,0.140267176,4.76348,3.63666,1078.5,0.404901,0.001268,0.0505321
8373,8851,YOZJEE_clean,0.02715929,0.417852523,2.563492063,0.060486891,0.457507082,15.38525226,94.38730159,2.227116105,16.84532578,6.134920635,0.144756554,1.09490085,0.023595506,0.178470255,7.563739377,36.81981424,2.393188854,0.390092879,16.53250774,2.185758514,0.064997309,0.010594645,0.449011166,0.059363649,0.163001294,6.908150065,0.913324709,42.38095238,5.603174603,0.132209738,4.73753,3.78928,1136.48,0.424734,0.001011,0.0560625
8374,8852,YOZKOP_clean,0.016919829,0.000226727,0.739583333,0.006064654,0.934210526,0.013400074,43.71104167,0.358434738,55.21394737,3262.0,26.74871318,4120.421053,0.008200096,1.263157895,154.0418421,59.10225352,4410.591549,1.352112676,164.8898592,1.070422535,74.62645308,0.022877515,2.789908156,0.018111366,0.00030656,0.037384976,0.000242694,121.9497917,0.791666667,0.006491743,3.58584,2.84872,321.285,0.216886,0.001101,0.00766873
8375,8853,YOZNAE_clean,0.284965035,3.075471698,4.515235457,0.260383387,0.970238095,10.79245283,15.84487535,0.913738019,3.404761905,1.468144044,0.084664537,0.31547619,0.057667732,0.214880952,3.726190476,3.509202454,0.325153374,0.221472393,3.840490798,1.030674847,0.092657343,0.063111888,1.094405594,0.293706294,0.681132075,11.81132075,3.169811321,17.34072022,4.653739612,0.268370607,3.78574,2.62,450.737,0.26475,0.000803,0.00931998
8376,8854,YOZQAG_charged,0.263924051,0.003861862,2.206349206,0.252727273,0.912472648,0.014632475,8.35978836,0.957575758,3.457330416,571.3174603,65.44181818,236.2778993,0.114545455,0.41356674,3.610503282,3.788968825,258.942446,0.45323741,3.956834532,1.095923261,68.34113924,0.119620253,1.044303797,0.289240506,0.00175034,0.015280749,0.004232304,8.73015873,2.417989418,0.276969697,3.74248,2.59389,427.296,0.261327,0.000887,0.00855279
8377,8855,YOZQEK_clean,0.259027778,0.001021515,2.005376344,0.25033557,0.986772487,0.00394365,7.741935484,0.966442953,3.80952381,1963.139785,245.0630872,965.989418,0.124832215,0.492063492,3.941798942,3.860589812,978.9383378,0.498659517,3.99463807,1.013404826,253.5722222,0.129166667,1.034722222,0.2625,0.000509388,0.004080582,0.001035208,8.010752688,2.032258065,0.253691275,4.61538,2.90436,1125.96,0.584859,0.000725,0.0400473
8378,8856,YOZROW_clean,0.094517638,0.001232006,7.520215633,0.146604452,1.256756757,0.013034664,79.56415094,1.551080354,13.29653153,6104.043127,118.996574,1020.09009,0.019494714,0.167117117,8.572432432,10.58003584,811.6845878,0.13297491,6.821075269,0.795698925,76.71851021,0.012568474,0.644711924,0.075207583,0.000163826,0.008403603,0.000980306,51.29595687,5.983827493,0.116653005,4.34072,3.48491,641.309,0.294679,0.000954,0.0276387
8379,8857,YOZRUC_clean,0.005099205,0.001885798,2.659663866,0.087916667,0.099685039,0.369821877,521.5840336,17.24125,19.54913386,1410.365546,46.62041667,52.86094488,0.033055556,0.037480315,1.133858268,196.1090047,530.2796209,0.375987362,11.37440758,10.03159558,2.704004447,0.001917237,0.058000435,0.051153161,0.000709036,0.02144983,0.018917558,30.25210084,26.68067227,0.881944444,4.27901,3.60567,675.901,0.311197,0.000683,0.0281503
8380,8858,YOZSAJ_clean,5.44e-05,6.6e-05,0.134642857,0.000198421,0.003396396,1.213660245,2475.0,3.647368421,62.43243243,2039.285714,3.005263158,51.44144144,0.001473684,0.025225225,17.11711712,18381.96286,15145.88859,7.427055703,5039.787798,294.4297082,0.823953824,0.00040404,0.274170274,0.016017316,0.000490368,0.332749562,0.01943958,678.5714286,39.64285714,0.058421053,4.12173,3.57853,606.22,0.296718,0.000885,0.0242482
8381,8859,YOZYOD_clean,0.061949918,0.000269448,3.93258427,0.064795016,1.196581197,0.004349455,63.48005618,1.045925782,19.31529915,14594.94382,240.4728185,4440.854701,0.016476447,0.304273504,18.46717949,16.14207143,3711.285714,0.254285714,15.43328571,0.835714286,229.9138454,0.015752979,0.956090783,0.051772431,6.85e-05,0.004158474,0.000225182,60.69269663,3.286516854,0.054150121,5.91545,4.93297,2784.74,0.828834,0.000542,0.273494
8382,8860,YOZYUJ_clean,0.099383477,0.001301146,2.899280576,0.111789182,0.982926829,0.013092175,29.17266187,1.12482663,9.890243902,2228.251799,85.91595007,755.4317073,0.038557559,0.33902439,8.792682927,10.06203474,768.5533499,0.344913151,8.945409429,1.017369727,76.38150432,0.034278668,0.889025894,0.101109741,0.000448782,0.011639282,0.001323746,25.9352518,2.949640288,0.113730929,5.88115,4.91006,2758.13,0.831668,0.000758,0.268497
8383,8861,YUBFOR_clean,0.084818482,0.366619116,0.625304136,0.061483254,0.853820598,4.322396576,7.372262774,0.724880383,10.06644518,1.705596107,0.167703349,2.328903654,0.098325359,1.365448505,13.88704319,11.78988327,2.727626459,1.59922179,16.26459144,1.171206226,0.231353135,0.135643564,1.379537954,0.099339934,0.586305278,5.962910128,0.429386591,10.1703163,0.732360097,0.072009569,,,,,,
