,Unnamed: 0,MOF,Kh CH4/ Kh CO2,Kh CH4/Kh H2O,Kh CH4/Kh N2,Kh CH4/Kh N2O,Kh CH4/Kh O2,Kh CO2/Kh H2O,Kh CO2/Kh N2,Kh CO2/Kh N2O,Kh CO2/Kh O2,Kh H2O/Kh N2,Kh H2O/Kh N2O,Kh H2O/Kh O2,Kh N2/Kh N2O,Kh N2/Kh O2,Kh N2O/Kh O2,Kh CO2/Kh CH4,Kh H2O/Kh CH4,Kh H2O/Kh CO2,Kh N2/Kh CH4,Kh N2/Kh CO2,Kh N2/Kh H2O,Kh N2O/Kh CH4,Kh N2O/Kh CO2,Kh N2O/Kh H2O,Kh N2O/Kh N2,Kh O2/Kh CH4,Kh O2/Kh CO2,Kh O2/Kh H2O,Kh O2/Kh N2,Kh O2/Kh N2O,LCD,PLD,SA,VF,VF Error,AV
1061,1121,CUPHUS_clean,0.412765957,4.766584767,3.811394892,0.385685885,1.114942529,11.54791155,9.233791749,0.934393638,2.701149425,0.799607073,0.080914513,0.233908046,0.101192843,0.292528736,2.890804598,2.422680412,0.209793814,0.262371134,2.592783505,0.896907216,0.086595745,0.108297872,1.070212766,0.370212766,1.250614251,12.35872236,4.275184275,9.882121807,3.418467583,0.345924453,5.49804,2.79689,1412.32,0.717465,0.001282,0.0669467
1062,1122,CUQKOQ_clean,0.000225593,3.48e-10,0.660472973,0.000131734,0.859340659,1.54e-06,2927.719595,0.583945959,3809.252747,1898817568.0,378727.1318,2470549451.0,0.000199454,1.301098901,6523.296703,4432.762148,2874936061.0,1.514066496,7591.048593,1.163682864,648565.3787,0.000341563,1.712487235,0.000262519,5.27e-10,2.64e-06,4.05e-10,5013.682432,0.768581081,0.000153297,4.42408,2.83784,1164.54,0.641638,0.002217,0.0472974
1063,1123,CUQRIR_clean,0.042938446,0.005157502,2.848314607,0.188475836,0.68699187,0.120113852,66.33483146,4.389442379,15.99945799,552.2662921,36.54401487,133.202439,0.066171004,0.241192412,3.64498645,23.28915187,193.8923077,0.351084813,5.305719921,1.455621302,8.325434466,0.015075036,0.227819371,0.062502117,0.001810721,0.027364262,0.00750737,15.11235955,4.146067416,0.274349442,5.34448,2.88567,1383.11,0.69757,0.001306,0.0623608
1064,1124,CUQROX_clean,0.033327767,0.002429807,2.920731707,0.155016181,0.673699015,0.072906384,87.63658537,4.651262136,20.21434599,1202.042683,63.79773463,277.2644163,0.053074434,0.230661041,4.345991561,30.00501044,411.5553236,0.342379958,6.450939457,1.48434238,13.71621998,0.01141076,0.214995408,0.049469817,0.000831917,0.015674538,0.003606665,18.84146341,4.335365854,0.230097087,5.56201,3.05282,1455.43,0.743558,0.001462,0.0713421
1065,1125,CUQSAK_clean,0.217864924,0.414937759,3.436426117,0.203665988,0.869565217,1.904564315,15.77319588,0.934826884,3.991304348,8.281786942,0.490835031,2.095652174,0.059266802,0.253043478,4.269565217,4.59,2.41,0.291,4.91,1.15,0.525054466,0.063398693,1.069716776,0.250544662,0.120746888,2.037344398,0.477178423,16.87285223,3.951890034,0.234215886,5.83443,2.91199,1134.7,0.49385,0.000618,0.0673346
1066,1126,CUQTAL_clean,0.127464451,0.017638199,3.262711864,0.117883907,0.927710843,0.1383774,25.5970339,0.924837527,7.278192771,184.9798729,6.683443435,52.59668675,0.036130652,0.284337349,7.869698795,7.845324675,56.69512987,0.306493506,8.482922078,1.077922078,7.226613584,0.039067026,1.081271003,0.137396746,0.005405994,0.14962347,0.019012604,27.67733051,3.516949153,0.127069666,3.9076,3.17345,319.672,0.244917,0.00104,0.0103244
1067,1127,CUQXUI_clean,0.306985294,1.384742952,3.493723849,0.409313725,0.964203233,4.510779436,11.38075314,1.333333333,3.140877598,2.523012552,0.295588235,0.69630485,0.117156863,0.275981524,2.355658199,3.25748503,0.722155689,0.286227545,2.443113772,1.037125749,0.221691176,0.087867647,0.75,0.318382353,0.396351575,3.383084577,1.43615257,8.535564854,3.623430962,0.424509804,8.70899,8.38156,3440.85,0.833137,0.000856,0.740256
1068,1128,CURBOH_clean,0.333333333,1.010638298,2.753623188,0.358490566,0.95959596,3.031914894,8.260869565,1.075471698,2.878787879,2.724637681,0.354716981,0.949494949,0.130188679,0.348484848,2.676767677,3.0,0.989473684,0.363157895,2.789473684,1.042105263,0.329824561,0.121052632,0.929824561,0.347368421,0.367021277,2.819148936,1.053191489,7.68115942,2.869565217,0.373584906,8.57279,8.24745,3365.15,0.829948,0.000561,0.708786
1069,1129,CURQEN_clean,0.051808449,2.897196262,6.652360515,0.113579324,1.006493506,55.92130841,128.4030043,2.19229346,19.42720779,2.296137339,0.039203186,0.347402597,0.017073537,0.151298701,8.861590909,19.30187097,0.34516129,0.150322581,8.804419355,0.993548387,0.017882271,0.00778798,0.456143312,0.051474201,0.435514019,25.50813084,2.878504673,58.57017167,6.60944206,0.112846554,8.79766,8.47314,3564.42,0.833017,0.000858,0.780664
1070,1130,CURYOE01_clean,0.281730769,1.116899619,3.406976744,0.296959459,1.036556604,3.964421855,12.09302326,1.054054054,3.679245283,3.050387597,0.265878378,0.928066038,0.087162162,0.304245283,3.490566038,3.549488055,0.895335609,0.293515358,3.367463026,0.964732651,0.25224359,0.082692308,0.948717949,0.271794872,0.327827192,3.76111817,1.07750953,11.47286822,3.286821705,0.286486486,3.99789,2.84337,674.948,0.347614,0.000538,0.0170495
1071,1131,CURZEV_clean,0.041430318,2.24e-05,4.285714286,0.045208587,0.716814159,0.000541864,103.4439153,1.091195767,17.30168142,190903.9683,2013.783038,31929.95575,0.01054867,0.167256637,15.85570796,24.13691358,44544.25926,0.233333333,22.11969136,1.395061728,1845.482817,0.009667074,0.916425842,0.057797851,5.24e-06,0.000496578,3.13e-05,94.79867725,5.978835979,0.06306877,5.00194,3.89763,1248.74,0.439413,0.000302,0.0586566
1072,1132,CUSDIE_charged,0.228571429,0.084656085,2.742857143,0.243654822,1.197007481,0.37037037,12.0,1.065989848,5.236907731,32.4,2.878172589,14.13965087,0.088832487,0.436408978,4.912718204,4.375,11.8125,0.364583333,4.104166667,0.835416667,2.7,0.083333333,0.938095238,0.190952381,0.030864198,0.347442681,0.070723104,11.25714286,2.291428571,0.203553299,6.30223,4.25857,2035.09,0.687224,0.000357,0.153938
1073,1133,CUSYAR_clean,0.585081585,1.283887468,1.573667712,0.569807037,0.972868217,2.194373402,2.689655172,0.973893303,1.662790698,1.225705329,0.443813848,0.757751938,0.362088536,0.618217054,1.707364341,1.709163347,0.778884462,0.635458167,1.75498008,1.027888446,0.455710956,0.371794872,1.026806527,0.601398601,0.815856777,2.253196931,1.319693095,2.761755486,1.617554859,0.58569807,9.57313,6.95581,2286.4,0.803541,0.001019,0.371122
1074,1134,CUSYIA_clean,0.319809069,5.056603774,3.08045977,0.339240506,1.072,15.81132075,9.632183908,1.060759494,3.352,0.609195402,0.067088608,0.212,0.110126582,0.348,3.16,3.126865672,0.197761194,0.324626866,2.947761194,0.932835821,0.063245823,0.103818616,0.942720764,0.298329356,1.641509434,14.90566038,4.716981132,9.08045977,2.873563218,0.316455696,3.8382,3.37897,912.275,0.624407,0.001003,0.0322638
1075,1135,CUSZEX_clean,0.029432624,0.730205279,1.447674419,0.062878788,0.405537459,24.80938416,49.18604651,2.136363636,13.77850163,1.98255814,0.086111111,0.555374593,0.043434343,0.280130293,6.449511401,33.97590361,1.369477912,0.690763052,15.90361446,2.465863454,0.040307329,0.020330969,0.468085106,0.072576832,0.504398827,11.61290323,1.80058651,23.02325581,3.569767442,0.155050505,3.82078,3.3313,881.745,0.616844,0.001385,0.0311829
1076,1136,CUSZIB_clean,0.136314848,2.832713755,2.351851852,0.220231214,0.839207048,20.78066914,17.25308642,1.615606936,6.156387665,0.830246914,0.077745665,0.296255507,0.093641618,0.356828194,3.810572687,7.335958005,0.353018373,0.42519685,4.540682415,1.19160105,0.048121646,0.057960644,0.618962433,0.162432916,1.204460967,12.86245353,3.375464684,10.67901235,2.802469136,0.262427746,3.78783,3.21747,822.686,0.622878,0.001498,0.0281798
1077,1138,CUTFON_charged,0.455652174,2.927374302,3.275,0.42601626,1.117270789,6.424581006,7.1875,0.93495935,2.452025586,1.11875,0.145528455,0.381663113,0.130081301,0.341151386,2.622601279,2.194656489,0.341603053,0.305343511,2.347328244,0.895038168,0.155652174,0.139130435,1.069565217,0.407826087,0.893854749,6.87150838,2.620111732,7.6875,2.93125,0.381300813,4.95313,3.25769,752.171,0.510812,0.001245,0.0360144
1078,1139,CUTFUT_charged,0.070624702,2.22e-05,5.242718447,0.072971001,0.943231441,0.000314818,74.23349515,1.033222075,13.35554585,235798.0583,3281.965352,42423.05677,0.013918543,0.179912664,12.92611354,14.15935185,44976.2963,0.190740741,13.70407407,1.060185185,3176.437507,0.013471008,0.967846143,0.074875262,4.24e-06,0.000304695,2.36e-05,71.84660194,5.558252427,0.077362774,5.01094,3.28007,754.995,0.514832,0.000653,0.036659
1079,1140,CUTGEE_clean,0.012924392,0.000128759,0.454545455,0.000482158,0.656565657,0.009962462,35.16958042,0.03730607,50.80050505,3530.20979,3.744663806,5099.191919,0.001060748,1.444444444,1361.722222,77.37307692,7766.461538,2.2,2074.007692,1.523076923,100.3767957,0.028433663,26.80528906,0.019684844,0.000283269,0.26704667,0.00019611,942.7307692,0.692307692,0.000734364,4.8567,3.01821,698.295,0.473359,0.00043,0.0297545
1080,1141,CUTGII_clean,0.013915858,0.000210658,0.424342105,0.000459423,0.658163265,0.015138006,30.49342105,0.033014349,47.29591837,2014.361842,2.180891565,3124.316327,0.001082671,1.551020408,1432.586735,71.86046512,4747.023256,2.356589147,2176.643411,1.519379845,66.05889968,0.032793959,30.28985976,0.021143474,0.000496435,0.45852807,0.00032007,923.6414474,0.644736842,0.000698038,4.87211,3.06175,707.468,0.477898,0.00074,0.0304232
1081,1142,CUVGIK_clean,0.009978503,0.086627907,0.925465839,0.028544061,0.730392157,8.681453488,92.74596273,2.860555556,73.19656863,10.68322981,0.329501916,8.431372549,0.030842912,0.789215686,25.58823529,100.2154362,11.54362416,1.080536913,35.03355705,1.369127517,0.115188085,0.01078214,0.349582443,0.013661843,0.093604651,3.034883721,0.118604651,32.42236025,1.267080745,0.03908046,10.13386,5.37207,3943.33,0.929952,0.000509,0.673078
1082,1143,CUVGOQ_clean,0.008933012,0.081858407,1.209150327,0.040217391,0.745967742,9.163584071,135.3575163,4.502108696,83.50685484,14.77124183,0.491304348,9.112903226,0.03326087,0.616935484,18.5483871,111.9443243,12.21621622,0.827027027,24.86486486,1.340540541,0.109127607,0.007387842,0.222118138,0.011975065,0.067699115,2.03539823,0.109734513,30.06535948,1.620915033,0.053913043,7.59167,4.35736,1279.57,0.600543,0.000469,0.118025
1083,1144,CUVHEH_clean,9.4e-05,1.82e-14,2.236486486,0.000121989,1.006079027,1.93e-10,23781.48649,1.297164022,10698.05471,122973000000000.0,6707575506.0,55319100000000.0,5.45e-05,0.449848024,8247.264438,10633.4139,54984900000000.0,0.447129909,8197.432024,0.993957704,5170954013.0,4.2e-05,0.770912531,9.35e-05,8.13e-15,1.49e-10,1.81e-14,18333.44595,2.222972973,0.000121252,4.27887,2.64972,1678.61,0.596558,0.001035,0.0520354
1084,1145,CUVHIL01_clean,0.000130474,4.79e-15,2.082802548,0.000174771,0.984939759,3.67e-11,15963.3758,1.33951,7548.945783,434395000000000.0,36450706032.0,205422000000000.0,8.39e-05,0.472891566,5635.60241,7664.373089,208563000000000.0,0.480122324,5721.7737,1.01529052,27211970075.0,6.26e-05,0.746541646,0.000132469,2.3e-15,2.74e-11,4.87e-15,11917.32484,2.114649682,0.000177443,4.87533,4.08652,1593.55,0.543919,0.000427,0.0761211
1085,1146,CUVHIL02_clean_h,0.000136082,2.99e-14,2.102857143,0.000218223,1.002724796,2.2e-10,15452.85714,1.60361135,7368.52861,70285700000000.0,7293859519.0,33515000000000.0,0.000103774,0.476839237,4594.959128,7348.505435,33423900000000.0,0.475543478,4582.472826,0.997282609,4548396043.0,6.47e-05,0.623592493,0.000135712,1.42e-14,1.37e-10,2.98e-14,9636.285714,2.097142857,0.00021763,5.5757,4.21324,2106.17,0.483368,0.000508,0.145492
1086,1147,CUVHIL_clean_h,0.000114504,7.01e-15,2.182857143,0.000239604,0.992207792,6.12e-11,19063.65714,2.092542182,8665.298701,311429000000000.0,34184281503.0,141558000000000.0,0.000109766,0.454545455,4141.038961,8733.350785,142670000000000.0,0.458115183,4173.560209,1.007853403,16336244882.0,5.25e-05,0.477887619,0.000115403,3.21e-15,2.93e-11,7.06e-15,9110.285714,2.2,0.000241485,4.38086,4.0721,479.969,0.389663,0.001768,0.0222686
1087,1148,CUVTUJ_clean,0.039417989,0.004872577,0.007516407,3.75e-06,0.623430962,0.123613032,0.190684699,9.5e-05,15.81589958,1.542593816,0.000768892,127.9468619,0.000498441,82.94267782,166404.1841,25.36912752,205.2302013,133.0422819,266916.7785,1.604026846,8.089761905,5.244259259,10521.32275,0.063227513,0.648258789,1300.57261,0.007815745,2006.255265,0.012056519,6.01e-06,6.88574,5.43307,3030.97,0.99919,0.000885,0.354248
1088,1149,CUVXAT_clean,0.222596965,0.388235294,4.137931034,0.244444444,1.157894737,1.744117647,18.58934169,1.098148148,5.201754386,10.65830721,0.62962963,2.98245614,0.059074074,0.279824561,4.736842105,4.492424242,2.575757576,0.241666667,4.090909091,0.863636364,0.573355818,0.053794266,0.910623946,0.192242833,0.093823529,1.588235294,0.335294118,16.92789969,3.573667712,0.211111111,6.84864,5.58095,3090.19,0.996931,0.000675,0.375916
1089,1150,CUWNIT_clean,0.092166557,0.000142676,3.739130435,0.087224044,1.084033613,0.001548026,40.56927536,0.946374117,11.76168067,26207.10145,611.3425065,7597.857143,0.023327361,0.289915966,12.42815126,10.84992248,7008.875969,0.26744186,11.46472868,0.92248062,645.9839673,0.024649196,1.056664571,0.085021863,3.82e-05,0.001635744,0.000131616,42.86811594,3.449275362,0.08046249,6.24407,5.54414,3132.8,0.967101,0.000798,0.391608
1090,1151,CUWNOZ_clean,0.212275842,0.082846082,6.076794658,0.228624547,1.170418006,0.3902756,28.62687813,1.077016324,5.513665595,73.35041736,2.759630181,14.12762058,0.037622556,0.192604502,5.119389068,4.710851648,12.07057692,0.16456044,4.373983516,0.854395604,2.562291879,0.034932206,0.928491034,0.181367546,0.013633188,0.362367395,0.070783328,26.57979967,5.191986644,0.195335808,2.82889,2.43599,85.9752,0.172144,0.000641,0.000461282
1091,1152,CUXDUU_clean,0.001423937,0.018611624,0.000110169,4.72e-10,0.259347181,13.07053465,0.077369036,3.31e-07,182.1338279,0.005919347,2.53e-08,13.93468843,4.28e-06,2354.091988,550032640.9,702.278032,53.7298627,9076.990847,2120835240.0,3.85583524,0.076507964,12.92506733,3019936.754,0.005490468,168.9375403,39472187.97,0.071763356,233649.5956,0.000424792,1.82e-09,3.73487,3.03529,758.779,0.267822,0.000639,0.0164474
1092,1153,CUXFIL_clean,0.045477143,0.002219955,4.045226131,0.072021615,0.87027027,0.048814737,88.95075377,1.583688222,19.13643243,1822.211055,32.44283005,392.0216216,0.017804101,0.215135135,12.08345946,21.98906832,450.4596273,0.247204969,13.8847205,1.149068323,20.48561679,0.011242176,0.631437417,0.052256344,0.000548784,0.030823452,0.00255088,56.16683417,4.648241206,0.082757757,4.06955,2.91623,918.247,0.303682,0.000628,0.0230572
1093,1154,CUXLEO_clean,0.032960894,0.371069182,1.255319149,0.062323944,0.317773788,11.25786164,38.08510638,1.89084507,9.640933573,3.382978723,0.167957746,0.856373429,0.049647887,0.253141831,5.098743268,30.33898305,2.694915254,0.796610169,16.04519774,3.146892655,0.088826816,0.026256983,0.52886406,0.103724395,0.295597484,5.953878407,1.167714885,20.14184397,3.95035461,0.196126761,3.89377,3.09606,808.487,0.285302,0.001308,0.0217859
1094,1155,CUYHIO_clean,9.52e-06,1.27e-08,0.050333333,3.98e-05,0.023742138,0.001332138,5285.966667,4.181626884,2493.380503,3968033.333,3139.035092,1871713.836,0.000791081,0.471698113,596.2704403,105019.2053,78835099.34,19.86754967,25114.43709,42.1192053,750.6731661,0.00018918,0.239141374,0.000401062,2.52e-07,0.000318569,5.34e-07,1264.093333,2.12,0.001677091,3.69814,3.03442,775.72,0.259262,0.00113,0.0191921
1095,1156,CUYQIX_clean,0.000397858,1.67e-10,0.599033816,0.001786744,0.06631016,4.2e-07,1505.647343,4.490907781,166.6679144,3582642512.0,10685979.83,396581283.4,0.002982709,0.110695187,37.11229947,2513.459677,5980701613.0,1.669354839,559.6774194,15.08064516,2379469.886,0.000664166,0.22267213,0.005999955,2.79e-10,9.36e-08,2.52e-09,335.2657005,9.033816425,0.026945245,3.16369,2.6439,403.935,0.218897,0.000831,0.00506987
1096,1157,CUYRUK_clean,0.008745098,6.8e-06,1.198924731,0.025245283,0.110945274,0.000777185,137.0967742,2.886792453,12.68656716,176401.7921,3714.422642,16323.74793,0.021056604,0.092537313,4.394693201,114.3497758,147133.3333,0.834080717,39.61136024,9.013452915,1286.695425,0.007294118,0.346405229,0.078823529,5.67e-06,0.000269221,6.13e-05,47.49103943,10.80645161,0.22754717,3.14136,2.56936,365.682,0.205272,0.000686,0.00487867
1097,1158,CUYVOI_clean,0.030163934,2.57e-06,3.489254109,0.117948718,0.644859813,8.54e-05,115.676359,3.91025641,21.37850467,1355056.89,45805.55556,250432.243,0.033803419,0.184813084,5.46728972,33.15217391,388351.4493,0.286594203,8.47826087,1.550724638,11714.20765,0.008644809,0.255737705,0.046775956,7.38e-07,2.18e-05,3.99e-06,29.58280657,5.410872314,0.182905983,3.17988,2.69075,428.392,0.217717,0.000942,0.00589525
1098,1159,CUYWUP_clean,0.106422742,0.569444444,4.011741683,0.138822111,0.907079646,5.350777778,37.6962818,1.304440276,8.523362832,7.045009785,0.243785171,1.592920354,0.034603951,0.226106195,6.534115044,9.396487805,1.756097561,0.249268293,7.203463415,1.102439024,0.186888718,0.026527815,0.766612331,0.117324584,0.141944444,4.101972222,0.627777778,28.89843444,4.422700587,0.153042913,6.46234,4.56978,726.472,0.271967,0.000706,0.0544941
1099,1160,CUYYAX_clean,0.018992395,0.398373984,2.722222222,0.101239669,0.547486034,20.97544715,143.3322222,5.33053719,28.82659218,6.833333333,0.254132231,1.374301676,0.037190083,0.201117318,5.407821229,52.65265306,2.510204082,0.367346939,9.87755102,1.826530612,0.047674788,0.006976798,0.187598353,0.034690191,0.146341463,3.93495935,0.727642276,26.88888889,4.972222222,0.184917355,3.87347,2.97215,567.333,0.242076,0.001069,0.0136995
1100,1161,CUYYEB_clean,0.018441342,0.381746032,2.687150838,0.098767967,0.543502825,20.70055556,145.7134078,5.355790554,29.4719774,7.039106145,0.258726899,1.423728814,0.036755647,0.202259887,5.502824859,54.22598753,2.61954262,0.372141372,10.12474012,1.83991684,0.048307882,0.006862786,0.186713799,0.033930536,0.142063492,3.865079365,0.702380952,27.20670391,4.944134078,0.181724846,8.60996,4.08035,2749.47,0.846266,0.000579,0.254688
1101,1162,CUZBUW_clean,0.000345771,1.99e-07,0.001177013,2.1e-05,0.305944056,0.000574183,3.404030363,0.060840171,884.8181818,5928.47525,105.9595277,1541003.497,0.017872981,259.9325175,14543.32168,2892.091429,5036880.0,849.608,47535.88571,3.268571429,1741.604691,0.293769413,16.43650863,0.001130176,0.000168677,0.009437566,6.49e-07,55.95037442,0.003847152,6.88e-05,4.5789,3.79593,210.242,0.105163,0.000459,0.00937851
1102,1163,DABFET_clean,0.402990445,2.377358491,9.147005445,0.362657763,1.05,5.899292453,22.69782214,0.899916531,2.605520833,3.847549909,0.152546519,0.441666667,0.039647704,0.114791667,2.895291667,2.481448413,0.420634921,0.109325397,2.757420635,0.952380952,0.169511854,0.04405709,1.111214169,0.383800424,0.25990566,6.555377358,2.264150943,25.22214156,8.711433757,0.345388346,3.40788,2.5606,500.45,0.240941,0.000817,0.00868224
1103,1164,DABFIX_clean,0.451291759,3.379746835,9.870609982,0.405368475,1.145922747,7.489050633,21.87190388,0.898240367,2.539206009,2.92051756,0.119940485,0.339055794,0.041068229,0.116094421,2.826866953,2.215861423,0.29588015,0.101310861,2.466891386,0.872659176,0.133528273,0.045720757,1.113287753,0.393823895,0.342405063,8.337468354,2.949367089,24.34972274,8.613678373,0.35374852,4.51336,3.32184,1042.17,0.552915,0.000771,0.0447167
1104,1165,DABGIZ_clean,0.002235575,3.91e-12,2.182163188,0.002804016,0.93495935,1.75e-09,976.1081594,1.254270639,418.2186992,557913000000.0,716901635.1,239041000000.0,0.001284971,0.428455285,333.4357724,447.3121739,255670000000.0,0.45826087,356.6313043,1.069565217,571568537.9,0.001024477,0.797276097,0.002391093,1.79e-12,1.39e-09,4.18e-12,778.227704,2.333965844,0.002999078,4.25316,3.64523,1418.41,0.600859,0.001125,0.0693977
1105,1166,DABMUR_clean,0.255218855,0.271684588,2.756363636,0.256081081,0.878331402,1.064516129,10.8,1.003378378,3.441483198,10.14545455,0.942567568,3.232908459,0.092905405,0.318655852,3.429895713,3.918205805,3.680738786,0.362796834,3.905013193,1.138522427,0.939393939,0.092592593,0.996632997,0.290572391,0.098566308,1.0609319,0.309318996,10.76363636,3.138181818,0.291554054,4.71891,4.29348,1446.14,0.603079,0.001042,0.0719519
1106,1167,DACFAR_clean,0.16011599,3.654676259,6.666666667,0.172886144,1.411111111,22.82517986,41.63648294,1.079755645,8.813055556,1.824146982,0.047305461,0.386111111,0.025932922,0.211666667,8.162083333,6.245472441,0.273622047,0.15,5.784153543,0.708661417,0.043811265,0.024017398,0.926135468,0.113468024,0.548201439,21.13920863,2.589928058,38.56102362,4.724409449,0.12251774,4.8322,4.10064,1430.4,0.561401,0.000629,0.0791115
1107,1168,DACXUB_clean,0.044772133,0.033611463,1.171232877,0.054154883,1.023952096,0.750722843,26.15986301,1.209566729,22.8702994,34.84623288,1.611202777,30.46437126,0.046237502,0.874251497,18.90784431,22.33532164,29.75175439,0.85380117,18.46555556,0.976608187,1.332049516,0.0382265,0.826742317,0.043724832,0.028697507,0.620654342,0.03282523,21.62746575,1.143835616,0.052888102,,,,,,
1108,1169,DACYAI_clean,0.043730185,0.012573698,3.003663004,0.102892922,1.093333333,0.287529038,68.68626374,2.352903902,25.0018,238.8846154,8.183187046,86.954,0.034255814,0.364,10.62593333,22.8675,79.53109756,0.332926829,9.718841463,0.914634146,3.477909591,0.014558952,0.425006733,0.03999712,0.004186121,0.122201777,0.011500334,29.19212454,2.747252747,0.09410938,5.05781,4.25829,548.486,0.28634,0.000705,0.0325191
1109,1170,DACYUE_clean,0.013118485,1.05e-06,1.85,0.016464725,0.811064718,8.04e-05,141.022381,1.255078213,61.82609603,1753664.286,15607.35128,768829.8539,0.008899851,0.438413361,49.26075157,76.22831403,947926.6409,0.540540541,60.73590734,1.232947233,12435.36149,0.007091073,0.796763094,0.0161744,5.7e-07,6.41e-05,1.3e-06,112.3614286,2.280952381,0.020300137,,,,,,
1110,1171,DACZUF_clean,0.011773094,1.6e-06,1.94140625,0.01539181,0.233333333,0.000135728,164.9019531,1.307371655,19.81920188,1214941.406,9632.268914,146021.1268,0.007928176,0.120187793,15.15957746,84.93943662,625804.829,0.515090543,64.96961771,4.285714286,7367.659286,0.00606421,0.764893438,0.050456119,8.23e-07,0.000103818,6.85e-06,126.1324219,8.3203125,0.065964899,6.0834,3.52201,1085.69,0.462284,0.000904,0.0711158
1111,1172,DADLEC_clean,0.037137951,8.51e-05,4.072580645,0.040743878,1.0,0.00229047,109.6608871,1.097095486,26.92663366,47877.01613,478.9826133,11755.94059,0.010004437,0.245544554,24.54356436,26.92663366,11755.94059,0.245544554,24.54356436,1.0,436.591545,0.009119022,0.911497689,0.037137951,2.09e-05,0.002087758,8.51e-05,99.95564516,4.072580645,0.040743878,5.10711,4.11246,605.042,0.36119,0.000728,0.03278
1112,1173,DADLIG_clean,0.045021504,7.8e-07,3.89626556,0.056347663,1.080552359,1.73e-05,86.54232365,1.251572214,24.00080552,4993775.934,72219.8219,1384925.201,0.014461967,0.277330265,19.17652474,22.21160809,1281682.641,0.256656017,17.74696486,0.925452609,57703.28,0.01155504,0.798995047,0.041665268,2e-07,1.38e-05,7.22e-07,69.14688797,3.605809129,0.052147092,4.60058,2.85609,1106.57,0.354346,0.001295,0.0484249
1113,1174,DADNOO_clean,0.001917067,3.99e-09,1.333965844,0.001995402,0.444936709,2.08e-06,695.8368121,1.040861741,232.0924051,333969639.5,499565.7234,111393670.9,0.001495842,0.333544304,222.9810127,521.6301565,250358463.7,0.749644381,501.1522048,2.247510669,479953.9686,0.001437119,0.960742393,0.004308629,2.99e-09,2e-06,8.98e-09,668.5199241,2.998102467,0.004484687,4.5976,2.83069,1138.4,0.358167,0.000463,0.0483379
1114,1175,DADNUU_clean,0.002192456,1.05e-08,1.308467742,0.002225484,0.432666667,4.8e-06,596.8044355,1.015064021,197.3433333,124402217.7,211587.2602,41135666.67,0.001700832,0.330666667,194.4146667,456.1093991,95074730.35,0.764252696,449.3405239,2.311248074,208447.2071,0.001675591,0.985159536,0.005067311,8.04e-09,4.73e-06,2.43e-08,587.9475806,3.024193548,0.005143645,5.66406,3.97439,2342.93,0.839303,0.000554,0.175616
1115,1176,DADPAC_clean,0.002256724,7.09e-09,1.277185501,0.002271331,0.415972222,3.14e-06,565.9466951,1.006472725,184.3256944,180050106.6,320198.9216,58641319.44,0.001778388,0.325694444,183.1402778,443.1202003,140974123.5,0.782971619,440.2704508,2.404006678,318139.6908,0.001766951,0.993568902,0.00542518,5.55e-09,3.12e-06,1.71e-08,562.3070362,3.070362473,0.005460295,7.03622,3.75437,2648.07,0.710462,0.001082,0.217027
1116,1177,DADPEG_clean,0.001382886,1.31e-09,1.284228769,0.001564803,0.463125,9.46e-07,928.6585789,1.13154905,334.8975,981868284.2,1196383.848,354086250.0,0.001218477,0.360625,295.96375,723.1255061,764558704.5,0.778677463,639.0580297,2.159244265,1057297.382,0.001076822,0.88374428,0.002985988,1.02e-09,8.36e-07,2.82e-09,820.6967071,2.772963605,0.003378792,8.64942,5.76711,1232.99,0.623958,0.000835,0.168739
1117,1178,DAFHEZ_clean,0.060535149,0.061818098,4.407894737,0.072510038,0.911564626,1.021193458,72.81546053,1.197817123,15.05843537,71.30427632,1.172958085,14.74591837,0.016450038,0.206802721,12.57156463,16.51932836,16.17649254,0.226865672,13.79119403,1.097014925,0.979246383,0.013733347,0.834851983,0.066407962,0.014024404,0.852545383,0.067815376,60.79013158,4.835526316,0.079544594,9.05758,5.6508,1284.75,0.630373,0.000594,0.174243
1118,1179,DAFHID_clean,0.076991672,0.083779184,4.891640867,0.093451863,0.963414634,1.088159032,63.53467492,1.213791839,12.51323171,58.3873065,1.115454454,11.49945122,0.0191044,0.19695122,10.30920732,12.98841772,11.93613924,0.20443038,10.7006962,1.037974684,0.91898332,0.015739437,0.823864495,0.079915407,0.01712701,0.896495591,0.086960672,52.34396285,5.077399381,0.097000668,4.94603,4.45617,1178.09,0.445656,0.000808,0.0703501
1119,1180,DAFHOJ_clean,0.055579133,0.023531149,3.354385965,0.077382591,0.956956957,0.423381003,60.35333333,1.392295737,17.21791792,142.5508772,3.288517265,40.66766767,0.023069078,0.285285285,12.36656657,17.99236402,42.49686192,0.298117155,12.92280335,1.044979079,2.361938758,0.016569093,0.718238211,0.058079032,0.007015039,0.304088414,0.024589559,43.34807018,3.505263158,0.080863188,5.05517,4.50865,1005.92,0.459345,0.000577,0.0622698
