MOF, HC CH4, Error CH4, HC CO2, Error CO2, HC H2O, Error H2O, HC N2, Error N2, HC N2O, Error N2O, HC O2, Error O2
MOF,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,, Henry, Coefficient,
AGUWUV_clean, 2.80009e-07, 5.80092e-09, 0.000610811, 1.39968e-05, 0.228547, 0.260133, 1.31365e-05, 5.23145e-06, 0.00213605, 0.0001431, 1.27778e-06, 1.75041e-08
AHAMAY_clean, 1.62316e-06, 3.05982e-08, 0.000594793, 5.73081e-06, 2429.69, 3839.15, 6.49806e-06, 5.0858e-07, 0.00102356, 6.73355e-05, 2.89236e-06, 2.36652e-08
AHEBAS_clean, 3.56068e-05, 4.5798e-07, 0.000289279, 2.35547e-06, 0.148896, 0.113753, 5.54879e-06, 7.02996e-08, 0.000257105, 3.01339e-06, 2.90384e-05, 5.65375e-07
AHEQAH_clean, 4.54512e-06, 2.6416e-08, 0.138261, 0.190538, 3.26439e+10, 8.74257e+10, 2.24324e-06, 3.71114e-08, 0.028738, 0.0158216, 5.55214e-06, 6.62029e-08
AHINIP_clean, 6.48868e-06, 1.37457e-07, 0.000296271, 7.71596e-06, 0.0159378, 0.00338985, 1.29397e-06, 2.77669e-08, 0.000180911, 3.58649e-06, 6.18921e-06, 5.11518e-08
AHOBEG_clean, 8.29385e-06, 1.23248e-07, 0.0050053, 0.000349118, 266.397, 233.99, 1.97293e-06, 4.46958e-08, 0.00656557, 0.00122368, 1.10273e-05, 1.5157e-07
AHOJUC_clean, 1.07679e-09, 3.73692e-11, 0.000536191, 2.81189e-05, 13646.1, 9491.5, 5.04047, 1.00526, 42.9598, 10.3338, 3.27753e-06, 3.40639e-07
AHOKAJ_clean, 7.87237e-10, 2.79394e-11, 0.00013593, 7.5911e-06, 3363.08, 7155.43, 0.00215919, 0.000909038, 0.030495, 0.0201191, 5.87164e-07, 3.01211e-08
AHOKIR01_clean, 1.53479e-08, 2.45646e-10, 0.0106569, 0.000600084, 6.01218, 1.41831, 7.09261e-05, 1.4869e-05, 555281, 642458, 1.34439e-07, 4.24023e-09
AHOKIR_clean, 3.18357e-08, 4.39547e-10, 0.00138216, 6.90181e-05, 5.62942, 0.495941, 4.18098e-07, 5.38168e-08, 335.561, 77.9742, 1.0242e-07, 1.39507e-09
AHOKOX_clean, 3.99154e-08, 4.91797e-10, 0.000970572, 4.13756e-05, 0.231864, 0.268264, 4.53064e-07, 2.4641e-08, 16151.9, 39710.6, 1.21586e-07, 1.18903e-09
AHUTIH01_clean, 6.111e-08, 1.51078e-09, 0.00546476, 0.000398385, 4.56547e+07, 2.43242e+07, 8.995e-07, 8.01749e-08, 1.11955, 0.0631427, 2.19004e-07, 4.48797e-09
AHUTIH_clean, 4.7516e-08, 1.67791e-09, 0.0030188, 0.000279139, 2.68987e+07, 6.02249e+07, 3.22577e-07, 2.10456e-08, 0.37612, 0.254205, 1.69696e-07, 3.78889e-09
AJAKON_clean, 1.39807e-05, 9.38902e-08, 0.00102737, 5.15532e-05, 0.0236885, 0.00202707, 2.91802e-06, 6.57373e-08, 0.000901378, 1.78599e-05, 1.36697e-05, 1.46643e-07
AJAMEF_clean, 2.23354e-05, 7.77276e-07, 0.000451302, 4.63262e-06, 0.0687729, 0.00898011, 3.12074e-06, 5.48031e-08, 0.00037454, 8.96719e-06, 2.72912e-05, 5.34986e-07
AJAYIT_clean, 5.52012e-06, 4.24496e-08, 7.52268e-05, 1.00204e-06, 0.024912, 0.00750756, 2.42217e-06, 4.11952e-08, 6.88908e-05, 1.37143e-06, 4.7299e-06, 7.13093e-08
AJIGIL_clean, 7.3308e-06, 9.40378e-08, 0.232763, 0.0779664, 322455, 529468, 1.76887e-06, 7.59604e-09, 0.17399, 0.0480987, 6.29355e-06, 1.2423e-07
AJINOY_clean, 8.42722e-08, 1.04428e-08, 4.54103e-05, 1.70182e-06, 0.00135714, 0.000477755, 5.5608e-08, 4.55364e-09, 1.03887e-05, 5.23596e-07, 1.81445e-06, 1.299e-07
AJOTEY_clean, 2.93253e-06, 1.20331e-08, 0.000845119, 0.000133016, 4.64298, 1.49832, 2.299e-06, 2.96484e-08, 0.00108494, 0.000189871, 3.16254e-06, 1.02219e-08
AJOVEB_clean, 1.54445e-06, 1.67722e-08, 0.000469605, 1.81384e-05, 0.27641, 0.14206, 4.07899e-06, 7.54873e-07, 0.00991178, 0.00362994, 2.26625e-06, 2.66248e-08
AJOXAA_clean, 9.30591e-06, 9.50133e-08, 0.00239224, 0.000430102, 17145.5, 17626.7, 2.96813e-06, 2.54615e-08, 0.00301896, 0.00175897, 9.18396e-06, 4.24572e-08
AJUNOK_clean, 1.95448e-05, 4.03151e-07, 7.36288e-05, 3.83227e-07, 0.001118, 7.34031e-05, 2.9533e-06, 2.13909e-08, 7.14442e-05, 6.46709e-07, 1.97879e-05, 2.38707e-07
AKEDIF_clean, 5.98565e-06, 3.76926e-08, 0.000289216, 3.29228e-06, 0.00342508, 0.00264578, 2.38114e-06, 1.88441e-08, 0.000106968, 3.26479e-06, 6.13679e-06, 6.05093e-08
AKOBAF_clean, 2.99829e-05, 3.83839e-07, 0.000741141, 2.51606e-06, 0.120323, 0.0427616, 4.90989e-06, 3.38273e-08, 0.000458793, 7.72912e-06, 2.40568e-05, 2.37979e-07
AKOHEO_clean, 8.72127e-07, 3.57562e-09, 0.00399456, 0.00076672, 295221, 329434, 9.74877e-07, 4.70591e-08, 0.00444431, 0.00157676, 9.62369e-07, 1.05105e-08
AKUHOD01_clean, 4.21722e-10, 2.993e-11, 38.3347, 31.6559, 2.0717e+14, 1.08846e+14, 398.325, 354.955, 8.95365e+06, 1.56477e+07, 2.75308e-07, 6.85828e-08
AKUHOD_clean, 5.53716e-10, 2.53014e-11, 31.3845, 16.8456, 2.37395e+14, 8.11714e+13, 3983.89, 8497.02, 5.0527e+06, 5.78046e+06, 2.80109e-07, 6.81426e-08
AKUKUO_clean, 4.29776e-06, 3.62327e-08, 0.00277645, 0.000506156, 1.41997, 2.12935, 1.82304e-06, 3.49964e-08, 0.000339421, 6.42159e-05, 5.54319e-06, 3.513e-08
ALALUU01_clean, 1.16007e-09, 4.28419e-11, 73.5766, 31.8392, 4.97895e+13, 1.80894e+13, 177.924, 182.264, 5.92296e+06, 6.23626e+06, 3.73323e-07, 1.08934e-07
ALALUU_clean, 9.23607e-10, 2.94357e-11, 53.5229, 20.7748, 2.68515e+12, 2.7521e+12, 219.275, 286.862, 810597, 256670, 3.35662e-07, 7.78277e-08
ALAMUW_clean, 1.06435e-05, 1.12137e-07, 3.66736e-05, 1.90917e-07, 2.76451e-05, 4.34278e-06, 3.51375e-06, 5.03806e-08, 3.75722e-05, 1.24648e-07, 1.06739e-05, 9.7067e-08
ALANAD_clean, 8.62241e-06, 1.9376e-08, 0.000291892, 1.33404e-05, 5.0034, 7.27119, 3.65361e-06, 2.94832e-08, 0.000303095, 1.79987e-05, 7.74487e-06, 4.30973e-08
ALATAK_clean, 4.24385e-09, 1.43515e-10, 0.0117724, 0.000301969, 1.15011e+06, 1.0919e+06, 6.50979e-07, 5.56638e-08, 0.00193729, 0.000210713, 3.97713e-07, 1.03009e-08
ALEJAE_clean, 5.62863e-06, 5.6573e-08, 1.63075e-05, 1.04753e-07, 0.000218951, 0.000104866, 3.32981e-06, 1.53683e-08, 1.68821e-05, 8.18108e-08, 5.96175e-06, 5.93446e-08
ALEJEI_clean, 8.25649e-06, 6.65513e-08, 4.30413e-05, 5.34823e-07, 0.00533267, 0.00640787, 3.33293e-06, 1.71799e-08, 4.53763e-05, 4.4511e-07, 8.36763e-06, 7.4539e-08
ALEJIM_clean, 8.17727e-06, 6.16702e-08, 5.61502e-05, 7.73693e-07, 0.00387436, 0.00389012, 3.41419e-06, 1.87801e-08, 5.95009e-05, 1.00174e-06, 8.22438e-06, 6.98855e-08
ALIBUT_clean, 3.41319e-06, 5.03538e-08, 7.30921e-06, 7.62955e-08, 6.03485e-06, 3.05182e-07, 9.58287e-07, 9.61835e-09, 7.78594e-06, 9.54323e-08, 3.13113e-06, 1.69029e-08
ALICAA_clean, 2.75036e-06, 3.33899e-08, 5.42501e-06, 1.79378e-08, 2.51942e-06, 1.90162e-07, 7.96156e-07, 6.61124e-09, 5.73642e-06, 4.01499e-08, 2.56702e-06, 2.47345e-08
ALIFUY_clean, 1.83282e-05, 2.7006e-07, 0.000289113, 4.52853e-06, 1.20338, 0.523575, 2.61279e-06, 4.42185e-08, 0.000135739, 9.56352e-07, 1.97142e-05, 2.50354e-07
ALIXAU_clean_h, 5.88442e-06, 1.26921e-07, 0.000924446, 3.05489e-05, 0.625055, 0.0546843, 1.3066e-06, 1.76923e-08, 0.000877972, 1.07148e-05, 1.05666e-05, 3.61473e-07
ALIXOJ_clean, 5.10919e-06, 2.08004e-08, 8.00142e-05, 3.14162e-06, 0.0024435, 0.000395865, 2.92459e-06, 4.3173e-08, 0.000152078, 2.55077e-06, 5.66124e-06, 5.20736e-08
ALIXUP_clean, 7.27087e-07, 7.54629e-09, 2.01151e-05, 2.76219e-07, 1.30964, 2.117, 4.17185e-07, 8.33249e-09, 1.28741e-05, 2.59249e-07, 9.13205e-07, 1.36967e-08
ALOLES_ion_b, 5.48831e-07, 9.60399e-09, 0.00233714, 0.000218805, 5.03797e+07, 1.9822e+07, 3.66282e-05, 3.73179e-05, 0.0264368, 0.0220358, 7.16134e-07, 1.11371e-08
ALOLET_charged, 8.81441e-06, 3.11013e-07, 0.208988, 0.0250655, 0.0155034, 0.00351428, 3.53949e-06, 1.61214e-07, 0.254482, 0.0230422, 1.24851e-05, 8.0581e-07
ALOLIY_clean, 6.65252e-07, 1.50091e-09, 0.0921454, 0.0492076, 3.99031e+12, 5.75418e+12, 9.64585e-07, 3.84028e-08, 0.0563116, 0.0175841, 6.91992e-07, 2.09129e-09
ALOLOD_charged, 1.08627e-05, 1.76547e-07, 0.0262018, 0.00398958, 0.00518699, 0.0012176, 3.33668e-06, 4.70723e-08, 0.0300078, 0.00275973, 1.18319e-05, 2.95852e-07
ALONEV_clean, 1.88829e-06, 3.13993e-08, 5.30094e-05, 8.13352e-07, 0.109244, 0.026355, 7.36785e-07, 9.38097e-09, 5.7039e-05, 5.55673e-07, 2.43088e-06, 2.79675e-08
ALUJEX_clean, 9.61266e-06, 4.3517e-08, 0.00422096, 0.00131886, 1641.5, 1029.29, 4.09611e-06, 5.9964e-08, 0.00261497, 0.000540513, 1.07681e-05, 1.40807e-07
ALUJIB_clean, 9.24874e-06, 1.1758e-07, 0.00597183, 0.000861631, 17762, 20386.6, 4.17803e-06, 5.87408e-08, 0.00455475, 0.00141954, 1.03897e-05, 9.99676e-08
ALUJOH_clean, 8.20089e-06, 1.32444e-07, 0.018859, 0.00535097, 234258, 225149, 3.98074e-06, 9.56269e-08, 0.0129747, 0.00392125, 9.54482e-06, 1.04653e-07
ALUJUN_clean, 2.02316e-06, 2.92935e-08, 0.667826, 0.927073, 3.30903e+09, 1.61474e+09, 0.00247921, 0.0025241, 5.69655, 4.61021, 5.85383e-06, 1.75846e-07
ALUKAU_clean, 1.51531e-06, 2.19717e-08, 32.9115, 10.3379, 1.53001e+16, 1.37677e+16, 0.00426629, 0.00180794, 28293.8, 10930.6, 4.91543e-06, 1.43795e-07
ALUKIC_clean, 6.04559e-06, 2.33031e-08, 0.000913725, 0.000424773, 261467, 690792, 3.00298e-06, 3.12685e-08, 0.00158067, 0.00151623, 5.84534e-06, 1.14142e-08
ALUKOI_clean, 5.95869e-06, 2.29537e-08, 0.00158662, 0.00159999, 1.14122e+06, 2.49381e+06, 2.95718e-06, 2.57434e-08, 0.00163695, 0.00168993, 5.74047e-06, 1.04337e-08
ALULAV_clean, 5.95526e-06, 2.3124e-08, 0.00108419, 0.000558933, 20391.4, 32269.6, 2.90597e-06, 2.0751e-08, 0.000838182, 0.000399283, 5.73189e-06, 9.34004e-09
ALULEZ_clean, 3.84803e-06, 5.79587e-08, 9.30983e-06, 8.77216e-08, 0.0331604, 0.0380235, 2.09631e-06, 8.86296e-09, 9.70773e-06, 9.57555e-08, 3.94151e-06, 1.42369e-08
ALULID_clean, 8.72045e-06, 4.48547e-08, 0.0511737, 0.0429713, 1.5315e+08, 1.06904e+08, 3.51286e-06, 8.01642e-08, 0.0339011, 0.0129789, 8.56055e-06, 4.66161e-08
ALURAB_clean, 1.23278e-05, 1.39528e-07, 9.70744e-05, 7.43631e-07, 0.00391283, 0.00134922, 2.96485e-06, 2.45212e-08, 7.5482e-05, 4.1033e-07, 1.40022e-05, 9.60112e-08
ALUREF_clean, 1.27759e-05, 1.78641e-07, 0.000102837, 1.09044e-06, 0.00539501, 0.00445872, 3.02929e-06, 2.91505e-08, 7.99133e-05, 4.40819e-07, 1.44815e-05, 2.4793e-07
ALURIJ_clean, 1.36899e-05, 2.7526e-07, 0.000108942, 1.32302e-06, 0.00447441, 0.00509335, 3.12038e-06, 2.07291e-08, 8.40078e-05, 4.40053e-07, 1.50114e-05, 1.51439e-07
AMAFOK_clean, 2.58903e-06, 2.21816e-08, 7.5125e-05, 3.35889e-07, 2.11505e-06, 1.91593e-08, 5.42146e-06, 2.65747e-07, 7.30416e-05, 1.63561e-06, 3.10334e-06, 2.2875e-08
AMAGAX_clean, 6.50839e-06, 3.30743e-08, 5.38927e-05, 1.38624e-07, 1.66135e-06, 1.31368e-08, 2.24599e-06, 1.4963e-08, 2.71112e-05, 9.62858e-08, 5.76232e-06, 3.9611e-08
AMALND_clean, 7.20219e-07, 1.2041e-08, 68.1147, 59.1096, 5.96309e+13, 2.87129e+13, 2.77338e-06, 1.83183e-07, 25.7276, 6.3966, 1.42694e-06, 3.20787e-08
AMEJOS_charged, 8.60356e-06, 2.28799e-07, 0.000173501, 6.95249e-06, 15.6297, 20.7899, 1.38277e-06, 3.37088e-08, 0.000113299, 5.77138e-06, 8.86106e-06, 7.80667e-08
AMIKOX_clean, 5.05855e-08, 4.98408e-09, 4.3956e-06, 1.31555e-07, 0.000134296, 1.84149e-05, 5.79327e-08, 6.35151e-09, 1.16009e-06, 3.67274e-08, 2.53642e-06, 1.57461e-07
AMILOY_clean, 2.02897e-05, 8.48752e-07, 0.000390821, 2.121e-05, 0.00619931, 0.00275921, 3.95716e-06, 1.51472e-08, 0.000355543, 1.3587e-05, 1.73095e-05, 2.15993e-07
AMILUE_clean, 1.91304e-05, 4.78585e-07, 0.000414149, 3.41949e-05, 0.00337321, 0.00142957, 3.79294e-06, 6.62595e-08, 0.000356469, 6.53463e-06, 1.67386e-05, 2.65322e-07
AMIMAL_clean, 1.96434e-05, 3.56467e-07, 0.000299847, 6.25118e-06, 0.00082755, 0.00033543, 3.79211e-06, 3.01476e-08, 0.00027492, 9.40918e-06, 1.7139e-05, 1.64401e-07
AMIMEP_clean, 1.95155e-05, 2.90688e-07, 0.000542162, 3.67266e-05, 0.00662954, 0.00380986, 3.85503e-06, 4.60192e-08, 0.000483164, 1.32136e-05, 1.71915e-05, 4.50242e-07
AMIWOJ_clean, 1.26828e-05, 2.73784e-07, 0.147175, 0.0547046, 5.8634e+07, 2.18488e+07, 1.42407e-05, 4.29199e-07, 3.7786, 2.05302, 1.57859e-05, 1.50676e-07
AMIXAW_clean, 1.38254e-05, 1.68526e-07, 0.234477, 0.0436495, 5.70008e+08, 3.97368e+08, 1.89528e-05, 1.70517e-06, 11.7652, 5.12287, 1.76801e-05, 2.65354e-07
AMIXEA_clean, 1.40505e-05, 2.36227e-07, 0.131666, 0.0250642, 2.51304e+07, 8.67784e+06, 1.62431e-05, 1.62645e-06, 3.27253, 1.09183, 1.77747e-05, 2.00102e-07
AMOYOR_clean, 2.62697e-06, 3.45049e-08, 0.000437602, 1.89003e-06, 0.00163659, 0.000493705, 6.26006e-06, 1.00791e-06, 0.0789664, 0.0184108, 3.38901e-06, 3.92701e-08
AMOZAE_clean, 8.87665e-08, 2.14266e-09, 110.592, 40.0685, 1.64989e+14, 1.77807e+14, 2.98037e-06, 6.69258e-07, 1136.61, 1002.41, 3.16764e-07, 2.0051e-09
AMUFAR_clean, 1.26425e-06, 2.99611e-08, 0.000139674, 5.01247e-06, 61.8421, 24.2372, 8.81877e-06, 3.25978e-06, 0.00220684, 0.00100925, 2.73702e-06, 2.33706e-08
AMUFEV_clean, 3.18974e-07, 4.95807e-09, 0.000114235, 9.69106e-07, 74.1511, 48.1574, 8.75204e-06, 1.36778e-06, 0.00692065, 0.000684301, 2.16244e-06, 2.81272e-08
AMUFIZ_clean, 1.09909e-07, 3.50428e-09, 7.6186e-05, 2.13311e-06, 86.7264, 28.9446, 4.05396e-06, 1.59651e-06, 0.00569285, 0.00095722, 1.02306e-06, 2.13586e-08
AMUFOF_clean, 1.57014e-06, 1.44766e-08, 0.000108146, 3.09807e-06, 44.6215, 52.3296, 3.01012e-06, 1.09395e-06, 0.000223448, 0.000156438, 2.23929e-06, 4.35334e-08
AMUPOP_clean, 3.49468e-05, 8.06247e-07, 0.000685051, 8.31328e-06, 0.0653403, 0.0372082, 4.95378e-06, 9.99956e-08, 0.000669926, 7.88453e-06, 4.05692e-05, 4.23467e-07
AMUWUB_clean, 2.59959e-06, 2.07075e-08, 2.1093e-05, 2.23791e-07, 0.0105814, 0.00950422, 1.29663e-06, 1.3065e-08, 1.76528e-05, 4.50398e-07, 2.5716e-06, 1.56796e-08
AMUXAI_clean, 2.60264e-06, 1.8269e-08, 2.15509e-05, 1.45193e-07, 0.0517393, 0.0175557, 1.08088e-06, 8.9338e-09, 1.43477e-05, 2.80832e-07, 2.60355e-06, 3.64159e-08
ANAWIX_clean, 5.42781e-06, 5.79306e-08, 0.000177376, 1.87965e-06, 0.00227911, 0.000248797, 1.80287e-06, 1.81073e-08, 0.000164525, 1.41241e-06, 4.76349e-06, 1.86238e-08
ANAWOD_clean, 7.32782e-06, 3.82582e-08, 2.19215e-05, 6.64073e-08, 7.95966e-06, 7.34957e-07, 2.08288e-06, 2.64775e-09, 2.05757e-05, 9.58593e-08, 6.94722e-06, 4.13542e-08
ANEHEI_clean, 1.3588e-05, 1.28277e-07, 0.000831945, 4.36151e-05, 0.592767, 0.180454, 3.23993e-06, 4.36856e-08, 0.000642421, 1.64387e-05, 1.34189e-05, 1.45626e-07
ANENEN_clean, 2.94971e-06, 1.93793e-08, 0.0049394, 0.00101955, 35578.3, 11650, 7.16213e-05, 9.89034e-06, 0.00749426, 0.000583738, 4.77515e-06, 4.83714e-08
ANENIR_clean, 3.54866e-06, 4.08986e-08, 0.00524827, 0.00188311, 7827.71, 4163.22, 8.19462e-05, 8.93709e-06, 0.0062517, 0.000527805, 5.26938e-06, 6.50896e-08
ANEPIT_clean, 4.21803e-08, 3.32055e-09, 0.0765227, 0.00811565, 324.147, 132.494, 2.84826e-07, 2.42053e-08, 0.0673088, 0.00478021, 1.16389e-06, 5.29383e-08
ANIDIL_clean, 7.6468e-06, 1.01023e-07, 6.11004e-05, 1.12411e-06, 0.0136635, 0.0125611, 1.40851e-06, 4.22629e-08, 5.69667e-05, 9.81493e-07, 7.71698e-06, 3.39754e-08
ANOMUM_clean, 7.53252e-06, 6.00777e-08, 6.1367e-05, 4.33391e-07, 0.000123441, 0.000113972, 4.80042e-06, 1.61586e-07, 0.000181694, 9.86799e-06, 8.14691e-06, 9.27867e-08
ANONAT_manual, 7.24201e-06, 4.20983e-08, 4.47547e-05, 3.68e-07, 0.00024807, 0.000440953, 3.90664e-06, 6.41483e-08, 0.000101641, 4.48231e-06, 7.53742e-06, 5.27792e-08
ANUGEW_clean, 6.10807e-06, 4.99957e-08, 1.43182e-05, 6.78656e-08, 6.20703e-06, 5.60565e-07, 2.9666e-06, 1.80779e-08, 1.48812e-05, 6.69381e-08, 6.35406e-06, 7.8988e-08
ANUGIA_clean, 7.33491e-06, 2.83969e-08, 1.91614e-05, 2.36556e-08, 7.20361e-06, 5.64691e-07, 3.16192e-06, 1.51651e-08, 1.93551e-05, 9.87845e-08, 7.49699e-06, 5.06749e-08
ANUGOG_clean, 8.35191e-06, 4.37064e-08, 2.38371e-05, 1.22063e-07, 9.04197e-06, 1.64982e-06, 3.38707e-06, 1.33474e-08, 2.42227e-05, 4.4439e-08, 8.53874e-06, 1.04582e-07
APARAM_clean, 1.15653e-05, 6.7367e-07, 9.63508e-05, 1.19811e-06, 1.04603e-05, 2.11961e-07, 2.45158e-06, 8.4479e-08, 4.28816e-05, 9.97316e-07, 1.44858e-05, 2.83854e-07
APAYUN_clean, 1.79642e-05, 1.433e-07, 0.0293618, 0.00674624, 3.3782e+07, 4.27703e+07, 5.94408e-06, 2.68966e-07, 0.0245311, 0.0117737, 1.68922e-05, 1.49708e-07
APAZIC_clean, 1.72067e-05, 1.23891e-07, 0.0111691, 0.00422371, 3.70531e+06, 6.0266e+06, 5.17504e-06, 6.71382e-08, 0.0101078, 0.00226265, 1.5412e-05, 1.92133e-07
APAZOI_clean, 1.77681e-05, 1.09332e-07, 0.0325352, 0.0153782, 9.65727e+06, 3.70644e+06, 5.59084e-06, 1.54432e-07, 0.0208468, 0.00442252, 1.70042e-05, 1.50746e-07
APEBED_clean, 5.92917e-06, 1.59752e-07, 0.000253811, 3.55239e-06, 0.00481696, 0.0018342, 1.41644e-06, 1.88741e-08, 0.000101119, 4.12568e-06, 8.28477e-06, 9.33702e-08
APEBEE_clean, 3.35516e-06, 4.70502e-08, 0.00111916, 4.07408e-05, 47.211, 22.0974, 5.26188e-06, 2.43984e-07, 0.000289476, 4.88913e-06, 5.28629e-06, 1.07666e-07
APEBUU_clean, 1.58002e-05, 2.50955e-07, 0.00139165, 6.79977e-05, 5.95207, 6.44561, 3.10447e-06, 3.83619e-08, 0.00129373, 7.51681e-05, 1.47779e-05, 9.95324e-08
APETAS_clean, 1.03994e-07, 5.35118e-09, 0.00296522, 6.67164e-05, 1011.47, 197.259, 4.22926e-06, 6.27744e-07, 0.195987, 0.0162516, 6.79197e-07, 2.6307e-08
APUPEH_clean, 5.51751e-06, 3.29729e-08, 9.89208e-06, 2.17634e-08, 3.5637e-06, 1.67323e-07, 2.95068e-06, 1.45047e-08, 1.02319e-05, 4.11044e-08, 5.70516e-06, 5.60524e-08
AQAJEI_clean, 2.60385e-05, 3.31701e-07, 0.000230856, 1.40798e-06, 0.00130145, 0.000758493, 5.39159e-06, 4.88025e-08, 0.000238484, 2.10461e-06, 2.81359e-05, 3.53105e-07
AQALOU_clean, 9.22899e-09, 2.17148e-10, 0.01393, 0.00127341, 645295, 228691, 1.13334e-07, 8.37646e-09, 0.0122833, 0.000815179, 2.95077e-07, 7.92673e-09
AQEFUY_clean, 3.97087e-06, 4.01426e-08, 1.74903e-05, 1.65322e-07, 1.33385e-05, 2.47004e-06, 1.34574e-06, 1.19721e-08, 1.58901e-05, 1.21892e-07, 3.91104e-06, 2.13299e-08
AQEQES_clean, 6.49065e-06, 4.15328e-08, 8.774e-05, 1.43261e-06, 0.00014954, 1.50927e-05, 2.56771e-06, 3.27131e-08, 6.61584e-05, 3.57345e-07, 6.07045e-06, 2.20154e-08
AQEQIW_clean, 7.54886e-06, 4.58963e-08, 6.13982e-05, 2.15559e-07, 0.000122775, 8.05966e-06, 2.52935e-06, 1.97569e-08, 4.13647e-05, 2.95291e-07, 6.61766e-06, 1.17226e-08
AQETIA_clean, 1.534e-07, 6.26615e-09, 0.00100846, 9.4788e-05, 50.9283, 15.4565, 2.00117e-07, 9.77871e-09, 0.000501601, 5.85178e-05, 5.66099e-07, 1.44502e-08
AQETUM_clean, 7.78914e-07, 1.31496e-08, 3.54258e-05, 8.15681e-07, 0.0063891, 0.000781371, 4.40078e-07, 1.26967e-08, 2.17616e-05, 9.14072e-07, 1.07343e-06, 9.54071e-09
AQIQAU_clean, 9.95842e-06, 9.21878e-08, 0.000265076, 9.78918e-06, 3.43059, 2.77228, 3.52101e-06, 1.45375e-08, 0.000237845, 1.70788e-05, 9.13198e-06, 7.47499e-08
AQIXUV_clean, 4.74393e-06, 5.61925e-08, 0.000133558, 1.35517e-05, 42.8824, 102.852, 1.57746e-06, 1.70809e-08, 0.000137873, 3.05025e-05, 4.56095e-06, 3.78434e-08
AQMAND01_clean, 8.28356e-10, 5.37589e-11, 145.219, 34.0985, 1.76813e+14, 2.07742e+14, 2345.66, 5027.78, 1.9948e+07, 2.39509e+07, 3.70833e-07, 8.2296e-08
AQMAND_clean, 3.25791e-09, 2.2986e-10, 73.973, 26.8447, 1.84444e+12, 7.00422e+11, 2.7851e-07, 3.71448e-08, 19.3902, 26.4623, 8.90269e-08, 3.99999e-09
AQODOA_clean, 5.71296e-09, 4.89415e-10, 6.93115e-05, 2.17854e-06, 0.000433601, 8.69645e-05, 2.65698e-08, 1.30941e-09, 4.77746e-06, 5.06899e-07, 3.24153e-07, 1.23814e-08
AQOLEZ_clean, 1.49375e-05, 2.33655e-07, 0.000168782, 1.54583e-06, 0.000781707, 6.89747e-05, 4.35558e-06, 3.65269e-08, 0.000179684, 2.01716e-06, 1.48556e-05, 2.26211e-07
AQOLUP_clean, 1.4268e-05, 2.41882e-07, 6.3971e-05, 3.15265e-07, 1.30235e-05, 2.11403e-06, 3.95012e-06, 3.65525e-08, 6.89362e-05, 4.68116e-07, 1.42998e-05, 1.47004e-07
AQOMEA01_clean, 1.29718e-05, 1.88284e-07, 5.76231e-05, 2.70583e-07, 1.89182e-05, 2.95149e-06, 3.76378e-06, 4.63244e-08, 6.20601e-05, 3.0649e-07, 1.29734e-05, 1.24573e-07
AQOMEA_clean, 1.2018e-05, 1.76389e-07, 5.28507e-05, 2.16613e-07, 3.30895e-05, 7.79915e-06, 3.641e-06, 2.69981e-08, 5.68782e-05, 3.92164e-07, 1.20295e-05, 1.16152e-07
AQOSEG_clean, 7.62543e-06, 5.9723e-08, 3.1037e-05, 1.19086e-07, 5.27478e-06, 1.68095e-07, 2.26336e-06, 1.47016e-08, 2.47262e-05, 1.14571e-07, 7.72709e-06, 7.66675e-08
AQUCOF_clean, 3.27529e-06, 1.02591e-08, 3.38498e-05, 7.89784e-07, 0.00352581, 0.00377502, 1.66112e-06, 1.15251e-08, 2.73012e-05, 8.06892e-07, 3.68353e-06, 3.13039e-08
AQUCOG_clean, 2.02413e-06, 1.45313e-08, 4.64737e-05, 2.06686e-07, 0.000451366, 0.000114523, 1.40607e-06, 1.73536e-08, 0.000199463, 1.14301e-05, 2.28547e-06, 8.94075e-09
AQUCUM_clean, 2.08077e-06, 7.43705e-09, 4.57788e-05, 8.08583e-07, 0.00053924, 0.000164414, 1.47523e-06, 2.17382e-08, 0.000223332, 1.69518e-05, 2.34849e-06, 1.20632e-08
AQUDAS_clean, 3.27488e-06, 2.11972e-08, 3.53055e-05, 1.51279e-06, 0.000759168, 0.000384943, 1.67192e-06, 2.34634e-08, 2.6757e-05, 3.07647e-07, 3.67014e-06, 1.28892e-08
AQUDAT_clean, 1.19241e-06, 4.73068e-08, 0.000712681, 1.91315e-05, 0.000744874, 0.000155252, 3.06952e-06, 2.25159e-07, 0.00343968, 0.000199342, 4.53102e-06, 1.38809e-07
AQUDEX_clean, 1.37665e-06, 5.89368e-08, 0.000574339, 9.11849e-06, 0.000860335, 0.000187323, 2.40465e-06, 8.73148e-08, 0.00225761, 0.000131698, 4.64797e-06, 1.74579e-07
AQUDIB_clean, 1.9798e-06, 1.51681e-08, 4.63302e-05, 8.47114e-07, 0.000619066, 0.000198922, 1.35023e-06, 1.35355e-08, 0.000177886, 1.13102e-05, 2.22268e-06, 1.29846e-08
AQUDOH_clean, 1.39568e-06, 4.02089e-08, 0.000426012, 8.6352e-06, 0.000918382, 0.000207627, 2.0164e-06, 1.6065e-07, 0.00111547, 0.000334252, 4.51588e-06, 9.53474e-08
