acs.chemrev.6b00346_cr6b00346_si_001_clean,9.19439,3.95900,3128.67,0.881559,0.000339
acscombsci.5b00188_24205_clean,5.32506,4.91361,1867.99,0.673967,0.001324
acscombsci.5b00188_3001288_clean,29.41365,23.60037,5319.69,0.964349,0.000458
acscombsci.5b00188_5020072_clean,14.46967,11.94118,4506.84,0.931773,0.000893
acscombsci.5b00188_5024922_clean,20.52050,15.85622,4832.42,0.960296,0.000431
acscombsci.5b00188_5036495_clean,10.87470,9.02495,6445.37,0.953957,0.000544
acscombsci.5b00188_5040209_clean,7.37320,5.53143,2288.52,0.757403,0.001390
acscombsci.5b00188_8372_clean,5.75830,4.46842,3610.63,0.74935,0.000635
acs.inorgchem.5b02108_ic5b02108_si_002_clean,7.19400,7.05990,1652.42,0.921884,0.000808
acs.inorgchem.5b02973_ic5b02973_si_002_clean,11.38761,10.44430,1225,0.584337,0.000842
acs.inorgchem.6b00081_ic6b00081_si_001_clean,7.28268,5.80542,963.034,0.459141,0.001045
acs.inorgchem.6b00433_ic6b00433_si_002_clean,5.96211,4.62167,1472.8,0.53021,0.001474
acs.inorgchem.6b00894_ic6b00894_si_002_clean,6.64699,4.59021,1602.08,0.693084,0.001137
acs.inorgchem.6b00894_ic6b00894_si_003_clean,5.39452,2.99444,900.394,0.444727,0.000751
acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.29847,5.43889,1192.04,0.426892,0.000847
acs.inorgchem.6b01740_ic6b01740_si_002_clean,15.68052,8.06330,4856.66,0.98834,0.000750
acs.inorgchem.6b02407_ic6b02407_si_002_clean,6.36153,3.76503,2777.34,0.872891,0.000668
acs.inorgchem.6b02407_ic6b02407_si_003_clean,6.24791,4.32537,2036.49,0.820706,0.001130
acs.inorgchem.6b02514_ic6b02514_si_002_clean,6.09101,5.53211,1604.78,0.566967,0.000946
acs.inorgchem.6b02696_ic6b02696_si_002_clean,12.13124,5.06090,2958.77,0.868924,0.000344
acs.jchemed.6b00258_ed6b00258_si_005_clean,4.54949,3.31507,669.309,0.408123,0.001229
ACUBAB_clean,6.48174,4.30295,712.635,0.438761,0.001439
ACUFEK_clean,15.55627,9.00897,4008.06,0.965251,0.000804
ACUJOZ_manual,11.50806,7.82539,3709.57,0.930707,0.001127
ACUTOI_clean,5.19200,4.53720,706.869,0.378452,0.000645
ADABIS_clean,3.98906,3.05237,305.973,0.247998,0.000497
ADABUE_clean,4.54949,3.31506,632.506,0.397643,0.000794
ADARAA_clean,12.29205,5.40077,3121.55,0.902191,0.001590
ADASAB_charged,22.82402,13.49014,4749.52,0.96379,0.000717
ADASEF_clean,21.62414,10.92309,4092.83,0.981508,0.000661
ADASIJ_clean,18.23438,6.60024,3729.98,0.975426,0.000939
ADASOP_clean,18.07262,6.71346,3739.35,0.98783,0.000406
ADASUV_clean,17.16775,6.73320,3912.16,0.960804,0.001131
ADATAC_clean,26.33515,10.27637,5019.89,0.997036,0.000770
ADATEG_manual,27.33782,13.33904,5889.57,0.991403,0.000325
ADATIK_clean,24.55082,12.17426,4404.23,0.979204,0.000503
ADATOQ_clean,10.54210,9.07611,3788.21,0.894058,0.000552
ADATUW_clean,10.34629,8.86044,3835.75,0.883834,0.000698
ADAVAE_clean,10.21446,8.80719,3809.54,0.896688,0.000691
ADAVEI_clean,10.15021,8.70819,3780.89,0.900829,0.000617
ADAVIM_clean,10.34557,8.90065,3841.51,0.882427,0.000540
ADAXEK_clean,5.76724,4.10445,1505.68,0.522218,0.001067
ADAXIO_clean,5.72682,5.00855,1348.3,0.618196,0.001184
ADEGIA01_clean,4.82721,2.87092,1048.82,0.529946,0.001403
ADEGIA_clean,4.84442,2.87756,1027.17,0.543333,0.000940
ADIQEL_clean,4.43355,3.91364,1320.43,0.592165,0.001651
ADOCEC_clean,5.40135,3.83278,1290.44,0.675509,0.001344
ADODAA_charged,10.01700,4.90650,2660.57,0.815215,0.001172
ADODII_clean,5.97541,5.30365,1507.01,0.559188,0.000783
ADUROI_clean,25.68553,17.12424,3237.42,0.91904,0.000929
ADUWIH_clean,9.28386,6.55138,3640.43,0.930436,0.001144
ADUWON_clean,16.37538,5.99724,5029.18,0.977509,0.002080
AFEJOK_ion_b,5.99825,5.12689,2089.02,0.700693,0.000855
AFENEE_clean,4.49346,3.41581,1402.28,0.519448,0.001104
AFIPAH_clean,4.37538,3.90569,979.436,0.471723,0.000415
AFITEP_clean,4.64022,4.09997,1899.82,0.576271,0.001048
AFITUF_clean,7.14066,5.08524,1427.51,0.646305,0.000323
AFIXAO_clean,6.33060,4.52097,1683.06,0.554139,0.001045
AFIXES_clean,6.43864,4.74810,1660.51,0.55929,0.000563
AFOQUI_clean,4.25157,3.00568,915.167,0.488141,0.000598
AFOTUL_clean,8.80212,6.81408,1989.77,0.762757,0.001232
AFOVAT_clean,8.32882,6.54754,2023.77,0.753416,0.000850
AFOVEX_clean,8.81515,6.86051,2065.77,0.763583,0.001201
AFOVIB_clean,8.79334,6.74118,1917.26,0.761995,0.001316
AFOVOH_clean,8.78847,6.84598,2001.51,0.759827,0.000890
AFOYAW_clean,5.94533,4.22739,2787.66,0.787525,0.001996
AFOYEB_clean,5.92566,5.81418,539.666,0.256191,0.000522
AFOYIE_clean,9.08566,8.61929,3388.44,0.822831,0.001201
AFOYOK_clean,7.73482,5.71785,2360.18,0.695531,0.001543
AFUKET_clean,5.96671,4.77430,2209.3,0.745393,0.001689
AFUKIX_clean,8.69504,5.47442,3185.25,0.840422,0.000787
AFUPEX_clean,5.43312,4.58891,2055.38,0.81445,0.001548
AGABIU_clean,12.57098,10.82742,3537.92,0.81184,0.000834
AGARUW_clean,6.77693,6.25183,1002.1,0.564895,0.000683
AGESIP_clean,3.70848,3.05212,591.742,0.32108,0.000849
AGIMOU_clean,4.22721,3.03966,838.224,0.450654,0.001051
AGIREP_clean,10.92956,6.85619,2582.06,0.899924,0.000501
AGOFEJ_clean,12.61380,8.71559,3511.1,0.888163,0.001001
AGONAM_clean,5.63222,4.90729,1313.12,0.574438,0.000812
AGONEQ_clean,6.16099,5.90611,2447.72,0.805192,0.000597
AGOVOJ_clean,13.91201,9.20691,3695.14,0.958421,0.000970
AGUTUS_clean,3.68088,2.53188,1060.17,0.455753,0.000642
AGUVOO_charged,6.07220,4.11181,2134.36,0.705383,0.000961
AGUWUV_clean,4.50011,3.32227,955.985,0.363346,0.000739
AHAMAY_clean,4.44036,3.90831,408.338,0.355252,0.000562
AHEBAS_clean,5.90828,3.09493,1334.03,0.620224,0.001507
AHEQAH_clean,9.26829,6.21673,3591.74,0.900527,0.001207
AHINIP_clean,5.10577,2.92366,921.443,0.347487,0.001008
AHOBEG_clean,4.70788,2.91605,1017.06,0.483352,0.001410
AHOJUC_clean,3.58211,2.70033,409.684,0.311453,0.000266
AHOKAJ_clean,3.61285,2.77173,390.865,0.303429,0.000260
AHOKIR01_clean,4.30721,3.46839,878.063,0.306152,0.000710
AHOKIR_clean,4.49939,3.47861,918.34,0.302121,0.000385
AHOKOX_clean,4.49188,3.54288,1102.86,0.339251,0.000679
AHUTIH01_clean,4.18118,3.24781,695.486,0.278309,0.000733
AHUTIH_clean,4.19485,3.26762,705.386,0.285395,0.000464
AJAKON_clean,5.27650,4.32303,1420.4,0.590701,0.001609
AJAMEF_clean,4.35747,2.40322,367.332,0.427271,0.001178
AJAYIT_clean,7.12611,4.89301,611.539,0.413393,0.000680
AJIGIL_clean,6.71352,5.54656,1237.05,0.480271,0.001002
AJINOY_clean,3.72125,2.71527,371.584,0.204586,0.000756
AJOTEY_clean,5.91075,5.20074,2283.97,0.769987,0.000279
AJOVEB_clean,5.15455,4.85632,650.501,0.375979,0.000608
AJOXAA_clean,6.60857,4.38157,1287.21,0.726351,0.001494
AJUNOK_clean,4.97833,2.92387,925.934,0.491738,0.001086
AKEDIF_clean,5.94406,5.31262,2195.95,0.633115,0.000598
AKOBAF_clean,4.84557,3.80044,1463.63,0.515684,0.000611
AKOHEO_clean,5.56086,3.46237,811.247,0.48906,0.000425
AKUHOD01_clean,3.30143,2.83606,296.811,0.25188,0.000675
AKUHOD_clean,3.31045,2.86205,285.538,0.24151,0.000552
AKUKUO_clean,5.04792,4.38484,1381.43,0.558004,0.001119
ALALUU01_clean,3.42309,2.87759,331.3,0.273444,0.000565
ALALUU_clean,3.42062,2.87452,343.931,0.273558,0.000606
ALAMUW_clean,11.92678,5.98269,3873.8,0.971218,0.000273
ALANAD_clean,8.58065,5.80940,4217.48,0.95756,0.001058
ALATAK_clean,3.53536,2.61301,1128.46,0.433149,0.001412
ALEJAE_clean,19.86541,14.56862,4955.64,1.0034,0.000462
ALEJEI_clean,18.06508,7.13825,3853.82,0.982145,0.000757
ALEJIM_clean,18.20917,7.10984,3877.36,0.986408,0.000473
ALIBUT_clean,13.10382,3.67767,1375.91,0.573756,0.000479
ALICAA_clean,12.98786,3.46699,1251.82,0.558466,0.000424
ALIFUY_clean,4.64860,2.79267,919.695,0.445717,0.000823
ALIXAU_clean_h,6.17139,3.91412,813.71,0.419694,0.001071
ALIXOJ_clean,7.86030,5.01976,2557.54,0.76389,0.000765
ALIXUP_clean,6.38387,5.75713,1557.81,0.488885,0.000710
ALOLES_ion_b,5.85254,4.25768,499.483,0.280656,0.000830
ALOLET_charged,9.39930,5.21411,2308.74,0.80725,0.000700
ALOLIY_clean,6.86569,5.12412,1185.32,0.442895,0.000648
ALOLOD_charged,7.87306,5.02701,2503.09,0.757605,0.001492
ALONEV_clean,5.59976,4.84057,1692.92,0.543826,0.000869
ALUJEX_clean,5.99288,4.42191,1325.94,0.668161,0.000384
ALUJIB_clean,6.08943,4.42337,1337.37,0.680537,0.000463
ALUJOH_clean,6.14197,4.45081,1391.74,0.684343,0.000368
ALUJUN_clean,4.85152,2.67152,1207.56,0.538009,0.000647
ALUKAU_clean,4.78682,2.72791,972.799,0.528525,0.000864
ALUKIC_clean,8.54387,6.77342,4902.84,0.966094,0.000774
ALUKOI_clean,8.54787,6.76817,4804.84,0.966401,0.000780
ALULAV_clean,8.53005,6.74275,4715.88,0.968143,0.000785
ALULEZ_clean,18.75500,13.37911,3465.73,0.922395,0.000273
ALULID_clean,7.81513,5.26988,2743.64,0.845581,0.000883
ALURAB_clean,6.83180,3.73291,1796.13,0.639,0.001550
ALUREF_clean,6.83050,3.71719,1771.18,0.639584,0.001798
ALURIJ_clean,6.87946,3.53974,1718.8,0.637743,0.001450
AMAFOK_clean,6.60314,5.66314,821.065,0.410459,0.000836
AMAGAX_clean,6.93247,6.09510,889.481,0.482781,0.000652
AMALND_clean,3.73865,2.65866,829.362,0.449239,0.000542
AMEJOS_charged,4.74649,3.27997,868.652,0.358976,0.000845
AMIKOX_clean,3.46941,2.69518,403.227,0.313684,0.000488
AMILOY_clean,11.03089,9.17864,1714.29,0.728048,0.000942
AMILUE_clean,11.39418,11.07263,1694.96,0.73301,0.000647
AMIMAL_clean,11.07211,9.50667,1666.48,0.723513,0.000722
AMIMEP_clean,11.21563,10.87494,1716.43,0.731906,0.000594
AMIWOJ_clean,4.90585,3.36795,629.455,0.544408,0.001026
AMIXAW_clean,4.89298,3.37247,598.538,0.548373,0.001060
AMIXEA_clean,4.88241,3.37465,589.909,0.547847,0.001239
AMOYOR_clean,4.82905,4.48972,1169.07,0.349128,0.000512
AMOZAE_clean,3.25002,2.76008,308.777,0.271401,0.000666
AMUFAR_clean,4.38732,2.98670,918.424,0.387339,0.000600
AMUFEV_clean,3.97307,3.18062,657.661,0.337054,0.000919
AMUFIZ_clean,3.98894,3.09876,640.22,0.324798,0.000675
AMUFOF_clean,5.11388,4.36379,1351.05,0.466799,0.000857
AMUPOP_clean,4.74814,3.78435,748.568,0.408535,0.000895
AMUWUB_clean,10.40349,8.69532,1818.69,0.656189,0.000524
AMUXAI_clean,8.64297,7.79614,1775.09,0.602714,0.000587
ANAWIX_clean,5.45667,5.01969,1347.3,0.620946,0.000333
ANAWOD_clean,6.92762,6.10595,1423.41,0.759991,0.000943
ANEHEI_clean,6.80985,3.50033,1511.61,0.621976,0.001051
ANENEN_clean,6.01479,4.21811,1023.99,0.425506,0.001383
ANENIR_clean,6.14773,4.26664,925.564,0.390917,0.000645
ANEPIT_clean,3.45333,2.49152,147.433,0.217427,0.001101
ANIDIL_clean,5.09322,4.44244,703.048,0.39259,0.001203
ANOMUM_clean,7.28969,4.98752,3499.08,0.888473,0.000642
ANONAT_manual,7.80429,5.88473,3319.01,0.89602,0.001009
ANUGEW_clean,14.44190,10.20510,4630.67,0.990228,0.000804
ANUGIA_clean,13.85309,6.75838,4206.44,1.00157,0.000799
ANUGOG_clean,11.39005,7.08849,4236.02,0.993589,0.000463
APARAM_clean,12.00094,11.06312,1275.3,0.598074,0.000500
APAYUN_clean,6.02417,4.10555,2502.76,0.835574,0.000903
APAZIC_clean,7.10950,4.86225,2669.98,0.865032,0.001349
APAZOI_clean,6.38612,4.28228,2323.25,0.840699,0.001126
APEBED_clean,4.58202,3.62787,879.27,0.483769,0.001339
APEBEE_clean,5.40727,4.06272,1209.39,0.503838,0.001622
APEBUU_clean,4.93858,3.80274,1013.88,0.491442,0.001025
APETAS_clean,3.70433,2.76055,650.703,0.342859,0.000738
APUPEH_clean,24.78930,14.09199,4867.43,0.982088,0.000262
AQAJEI_clean,6.90366,2.45763,1579.83,0.688555,0.000917
AQALOU_clean,3.62112,2.83349,754.8,0.42469,0.001308
AQEFUY_clean,8.95844,2.64235,1681.86,0.676433,0.001406
AQEQES_clean,5.68530,5.37606,2264.9,0.712703,0.000877
AQEQIW_clean,6.30636,5.13016,2154.5,0.730272,0.000565
AQETIA_clean,3.53244,2.58932,559.376,0.279856,0.000773
AQETUM_clean,5.11237,2.99898,1395.41,0.448625,0.000739
AQIQAU_clean,7.60741,6.30843,2776.14,0.843825,0.001354
AQIXUV_clean,8.64919,5.45900,1524.52,0.518801,0.001098
AQMAND01_clean,3.38568,2.86973,328.609,0.272849,0.001529
AQMAND_clean,3.37168,2.85465,326.714,0.341612,0.000790
AQODOA_clean,3.45952,3.20541,279.19,0.160119,0.000433
AQOLEZ_clean,15.56875,9.80846,1739.92,0.958923,0.000886
AQOLUP_clean,15.58220,9.65924,1733.57,0.953044,0.000840
AQOMEA01_clean,15.71951,9.72839,1774.6,0.944914,0.000627
AQOMEA_clean,15.83520,9.82464,1814.32,0.942473,0.000625
AQOSEG_clean,9.45829,3.34636,1995.82,0.728277,0.000766
AQUCOF_clean,9.38154,5.59471,2485.93,0.784633,0.000672
AQUCOG_clean,11.41407,10.59979,1489.9,0.779218,0.000382
AQUCUM_clean,11.51533,10.72350,1489.14,0.787261,0.000438
AQUDAS_clean,9.38408,5.62446,2529.4,0.783847,0.000827
AQUDAT_clean,3.98099,3.46811,364.836,0.222452,0.000628
AQUDEX_clean,4.02336,3.48999,379.488,0.222178,0.000622
AQUDIB_clean,11.36080,10.54479,1483.41,0.773166,0.000510
AQUDOH_clean,4.03231,3.46877,382.809,0.218196,0.000477
ARADEE_clean,5.98273,5.38680,2430.65,0.888028,0.000928
ARAFEF_clean,8.89536,8.62815,2728.84,0.828916,0.001208
ARAFIJ_clean,7.45121,6.98768,2450.63,0.773999,0.001058
ARAFOP_clean,5.66750,5.04419,1750.49,0.585328,0.001707
ARAGOR_clean,6.01834,3.95176,1905.99,0.752209,0.001484
ARAHIM01_clean,3.59100,2.56290,529.862,0.3111,0.000811
ARAHIM02_clean,3.63862,2.64947,573.118,0.321377,0.001539
ARAHIM_clean,3.63807,2.64887,568.676,0.319725,0.001531
ARINOF_clean,4.65727,3.54074,1213.22,0.417076,0.001186
ARINUL_clean,4.74057,3.91438,1206.34,0.38967,0.000465
AROFAP_clean,6.18036,4.30595,1896.4,0.796534,0.001669
AROFET_clean,8.28593,5.15676,2947.57,0.866593,0.001192
ARUCOH01_clean,5.60074,2.40016,1217.99,0.535457,0.001199
ARUCUN_clean,5.23679,2.43830,1214,0.516917,0.001241
ARUDAU_clean,5.48855,2.55093,1262.55,0.534009,0.000616
ARUJED_clean,4.17005,2.86333,903.892,0.396635,0.001635
ARUYES_clean,5.37817,4.58095,1364.09,0.666351,0.000781
ARUYOB_clean,4.66265,3.34075,1270.51,0.512484,0.001024
ARUYUH01_clean,4.94052,4.11721,1400.62,0.608378,0.000721
ARUYUH_clean,4.62230,3.84632,1388.61,0.560855,0.001405
ASACON_clean,6.42024,5.08370,806.211,0.492667,0.000907
ASADAA_clean,5.76705,4.61254,1308.22,0.601769,0.000846
ASAMUE_clean,5.18782,3.02669,938.6,0.53158,0.000424
ASECUY_clean,6.38635,5.15151,985.356,0.511103,0.000728
ASEJOZ01_clean,4.14952,3.66327,623.952,0.431681,0.001402
ASEJOZ_clean,4.13263,3.66860,622.004,0.431638,0.000485
ASINAT_clean,9.76550,7.73483,2823.35,0.852809,0.000761
ASINEX_clean,12.53569,7.27061,3089.22,0.885546,0.001036
ASINIB_clean,12.40052,7.22634,3057.1,0.887071,0.000301
ASIQEA_clean,8.85064,6.25728,2268.5,0.735805,0.001412
ASIQIE_clean,9.00205,6.25550,2321.7,0.749459,0.001044
ASIRUR_clean,3.01302,2.45427,141.054,0.187287,0.000856
ASIVAB_clean,12.32132,7.27063,4559.94,0.980123,0.000649
ASOHUL_clean,6.56282,6.27917,2113.09,0.650086,0.000862
ASOSUY_clean,9.00116,4.32918,3149.18,0.940601,0.001692
ASOVEL_clean,5.72633,5.31330,1252.95,0.450843,0.000949
ASOYOY_clean,9.52144,5.91830,2925.43,0.858989,0.001448
ASUJIJ_clean,4.54030,2.92723,1310.92,0.622836,0.000535
ASUKEE01_clean,4.79531,3.45398,1286.8,0.537752,0.000615
ASUKEE_clean,4.78914,3.45844,1300.11,0.538653,0.000612
ASUWUI_clean,7.16113,4.73321,1461.67,0.593455,0.001232
ATAFIK_clean,6.40025,5.70377,2204,0.839963,0.000920
ATAYAX_clean,10.41989,5.85070,3455.02,0.960165,0.000563
ATAYEB_clean,10.54748,5.75428,3234.44,0.955091,0.000413
ATEXII_clean,4.45326,2.66514,970.204,0.442458,0.000393
ATEYED_clean,7.47545,6.21980,6699.29,0.965918,0.000604
ATEYOP_clean,10.52737,8.16815,3566.77,0.990362,0.001305
ATEYUV_clean,10.25531,8.11081,3487.02,0.993827,0.001472
ATEZAC_clean,10.53968,7.74023,3594.39,0.987196,0.000554
ATIBAG_clean,4.88713,3.88543,982.299,0.394791,0.000576
ATIBIO_clean,4.28706,2.88590,774.121,0.289553,0.000467
ATIBOU01_clean,5.12784,4.01813,1076.2,0.42864,0.000741
ATIBOU02_clean,5.13844,4.03284,1094.94,0.430977,0.000833
ATIBOU_clean,4.75824,3.95303,968.057,0.391757,0.000509
ATIBUA_clean,4.92972,3.79229,951.603,0.384679,0.000845
ATICAH_clean,5.24780,3.97372,1088.45,0.418006,0.000638
ATICEL_clean,4.94380,3.91943,1053.6,0.403527,0.000549
ATIJUJ_manual,17.44029,16.95439,2034.12,0.680923,0.000301
ATIXUX_clean,4.75984,4.08689,1301.99,0.569328,0.001599
ATOGEV_clean,5.55487,4.30750,1455.18,0.62116,0.000672
ATOWIQ_clean,9.54888,7.69493,2615.68,0.820825,0.001091
ATOWOW_clean,9.60606,7.73922,2569.9,0.814192,0.001175
ATULIM_clean,4.73990,4.20115,555.313,0.313399,0.000767
ATUYAR_clean,4.18124,2.56035,569.66,0.50892,0.000894
AVAGIP_clean,4.84155,4.68679,1005.53,0.391073,0.000393
AVAGOV_clean,4.81390,4.57423,954.619,0.395544,0.000795
AVAGUB_clean,4.77305,4.26622,1213.63,0.437655,0.001044
AVAJUE_clean,37.52569,19.54108,5724.72,0.999665,0.000287
AVAKAL_clean,26.25291,12.57512,5682.44,1.00473,0.000390
AVAKEP_clean,25.17564,12.49369,5451.02,1.00116,0.000794
AVAQIX01_clean,5.36267,3.61603,1563.07,0.763424,0.001988
AVAQIX_clean,5.44587,3.64311,1611.93,0.776688,0.001738
AVEHAM_clean,4.51878,3.91315,1133.95,0.446004,0.000989
AVELOD_clean,8.08398,4.98141,2271.6,0.69757,0.001548
AVELUJ_clean,8.10638,4.88927,2309.71,0.697022,0.001237
AVEMAQ_clean,7.89565,4.97897,2356.23,0.67426,0.000204
AVEQID_clean,7.54994,6.22752,3211.33,0.945199,0.000929
AVESAW_clean,4.33245,2.46317,314.791,0.377165,0.000705
AVESOL_clean,5.87218,4.28231,3024.59,0.955969,0.000375
AVESUR_clean,6.33732,4.06042,2283.91,0.844382,0.001166
AVEVEE_clean,4.17515,3.43562,1176.42,0.506795,0.001373
AVIHIY_clean,6.88379,6.45442,1229.85,0.727818,0.000266
AVIHOE_clean,6.82367,6.45553,1181.57,0.726672,0.001434
AVIMIC_clean,5.83174,5.68454,591.549,0.264533,0.000931
AVIMOI_clean,5.73292,4.38571,1480.04,0.608366,0.000538
AVIMUO_clean,5.70679,3.63990,1224.62,0.59447,0.000140
AVIPAX_clean,7.26399,5.25081,2321.64,0.77713,0.000646
AVIPOL_clean,6.57451,5.58730,2639.14,0.829694,0.001177
AVITUU_clean,11.69294,6.93274,3424.13,0.917405,0.000729
AVIVAC_clean,11.84006,7.39815,3338.43,0.92361,0.000907
AVIVEG_clean,11.84801,7.36492,3376.65,0.930359,0.000954
AVIVIK_clean,11.79938,6.70311,3521.61,0.927181,0.000776
AVIVOQ_clean,11.94166,7.13512,3658.94,0.929797,0.000458
AVIVUW_clean,12.04076,6.91892,3495.71,0.926986,0.000943
AVOSIO_charged,10.84161,9.61852,1277.41,0.536797,0.000536
AVUCEA_clean,10.64181,4.52481,3079.04,0.883688,0.001232
AVUDAX_clean,5.88567,3.71625,2346.26,0.664167,0.000879
AWAGEL_clean,8.54501,7.28684,1811.76,0.635707,0.001137
AWAGOV_clean,8.03493,4.40002,908.177,0.470502,0.001572
AWAHAI_clean,12.74142,3.10347,670.804,0.630386,0.001017
AWAHEM_clean,7.65740,4.85724,1052.73,0.662631,0.000595
AWAJIT_clean,5.17601,2.96369,748.059,0.397503,0.000787
AWAKEQ_clean,5.66517,3.68033,975.567,0.392162,0.000721
AWASAU_clean,4.69319,4.39635,635.645,0.447956,0.000729
AWASEY_clean,12.05091,7.26209,1825.51,0.811963,0.000511
AWASOI_clean,5.09655,4.11557,666.545,0.501035,0.001225
AWAWUR_clean,9.42427,4.27216,1948.89,0.792421,0.001046
AWEBIO_charged,3.92905,3.01886,240.53,0.193288,0.000395
AWEDOW_charged,7.01648,4.50720,1310.73,0.494313,0.000592
AWEDUC_charged,4.17197,2.69894,466.816,0.263042,0.000311
AWEJIW_clean,10.88001,10.50387,1452.96,0.649067,0.000616
AWEVIJ_clean,10.61970,8.65931,2586.75,0.777908,0.001564
AWEZOS01_clean,5.84706,3.42755,430.328,0.224459,0.000698
AWEZOS_clean,5.82740,3.41984,429.122,0.223513,0.000679
AWIBAK_clean,5.84822,3.40416,431.326,0.224669,0.000703
AWIBEO_clean,5.87793,3.52185,420.42,0.221231,0.000695
AWIBIS_clean,5.87895,3.53481,431.817,0.226188,0.000265
AWOFOI_clean,5.44554,4.19244,2160.46,0.798696,0.001092
AWUPAL_clean,18.42063,9.23563,4903.05,1.00587,0.000787
AXAFAG_clean,6.59817,6.13172,838.777,0.717005,0.000707
AXAQAT_clean,3.71480,2.67421,350.183,0.225668,0.000617
AXAWUT_clean,3.64914,2.50354,731.156,0.42679,0.001089
AXIMUP_clean,8.06476,5.62993,3809.38,0.844608,0.000522
AXINAX01_clean,19.47488,13.27772,3811.06,0.964537,0.001135
AXINEA_clean,5.37744,3.53202,1113.67,0.526615,0.000235
AXINIF_clean,9.61880,8.65235,3465.2,0.905025,0.001060
AXIPEE01_clean,6.81111,4.36410,1692.14,0.751566,0.000920
AXIPEE02_clean,6.48792,4.04495,1557.41,0.752346,0.001655
AXIPEE03_clean,6.54280,4.08050,1587.08,0.746919,0.000855
AXIPEE_clean,6.41608,3.94175,1512.97,0.745451,0.000726
AXOHIE_clean,5.69113,3.08506,888.927,0.426258,0.000803
AXUBAW_manual,14.24572,5.52422,2818.32,0.797074,0.001032
AXUBOL_clean,7.85983,4.29940,2313.81,0.828386,0.001692
AXUDII04_clean,4.55200,2.63506,1655.08,0.483141,0.001334
AXUHAD_clean,9.91084,4.94321,2482.49,0.761986,0.000910
AXUHEH_clean,7.21454,5.63203,1348.71,0.51227,0.001363
AXUHIL_clean,5.52712,3.35420,1203.04,0.521573,0.001147
AXUPEO_clean,6.09832,3.29200,999.269,0.771304,0.001578
AYAWEE_clean,4.45454,3.05423,661.108,0.345001,0.000948
AYOQEM_clean,12.16451,6.87343,3404.58,0.913782,0.001189
AYOXUJ_clean,6.31092,5.44510,1158.21,0.420856,0.000681
AYOYEU_clean,4.82669,3.24690,844.355,0.327432,0.001021
AYOYOE_clean,3.80039,2.40725,582.895,0.277155,0.000879
AYUPOZ_clean,4.01743,3.16861,1204.36,0.392697,0.000764
AYUWUM_clean,4.54144,3.13863,999.076,0.447687,0.001312
AZAFIS_clean,4.56554,4.01347,1255.29,0.569694,0.000896
AZAVOO_clean,5.27678,3.99297,1787.78,0.677692,0.000821
AZAVUU_clean,5.48228,4.93668,1522.41,0.668246,0.001063
AZAWAZ_clean,3.88927,2.89659,524.417,0.317099,0.000654
AZEBUE_clean,5.44142,4.51467,964.293,0.620306,0.000882
AZEWEH_clean,4.13891,3.52594,348.866,0.30574,0.000464
