BIBXUH_clean 2 2 2
BICPOT_clean 2 2 2
BICPUA_clean 2 2 1
BIFGOO_clean 2 2 2
BIFKEI_clean 3 3 2
BIGZUO_clean 1 1 2
BIHBAX_clean 2 2 1
BIHMUC_clean 3 3 2
BIJDUV_clean 2 1 2
BIMDEF_clean 4 4 2
BIMDIL_clean 4 4 2
BINCUY_manual 2 2 2
BINDAF_manual 2 2 2
BINROH_clean 1 1 1
BINRUN_clean 1 1 1
BINSAU_clean 1 1 1
BIPKIW_clean 2 2 2
BIPLIX_clean 2 2 1
BIPSUQ_clean 1 1 1
BIQFOW_clean 3 3 3
BIQHEQ_clean 3 2 2
BIQRIE_clean 2 4 2
BIQVII_clean 3 2 2
BIRLIZ_clean 2 3 1
BIRMUM_clean 2 4 1
BIRSEC_clean 2 2 2
BIRSIG_clean 2 2 2
BIWHAQ_clean 3 2 2
BIWSIK_ion_b 2 2 2
BIWYAH10_clean 3 2 2
BIXXIR_clean 2 2 2
BIXYEO_clean 2 2 2
BIYSUZ_clean 4 1 2
BIYTAG_clean 4 1 2
BIYTOU_clean 2 3 1
BIYVEM_clean 4 1 2
BIYXUE_charged 2 2 2
BIYYAL_charged 2 2 2
BIYYEP_charged 2 2 2
BIZMAA_clean 2 2 2
BIZMEE_clean 2 2 2
BIZMII_clean 2 2 2
BOCTEU01_clean 3 3 3
BOCTOE01_clean 4 3 3
BOCTOE02_clean 4 3 3
BOCTOE03_clean 4 3 3
BOCTOE04_clean 4 3 3
BOCTOE05_clean 4 3 3
BOCTOE_clean 4 3 3
BODPAN_clean 1 1 1
BOFCEG_clean 2 3 3
BOHGOU_clean 4 4 4
BOJCIN_clean 2 2 2
BOKQEZ_clean 2 2 2
BOLPAU_clean 2 1 1
BOMCOX_clean 3 1 2
BOMCUB_charged 4 4 3
BONNIC_clean 3 3 3
BONWAD_clean 3 3 2
BOPHEV_clean 3 3 2
BOPHIZ_clean 3 2 2
BOPWIO_clean 2 3 2
BOQYUD_clean 3 3 3
BOVHEB_clean 4 2 2
BOWDIC_clean 3 2 1
BOWNUY_clean 2 2 2
BOWQAG_SL 4 2 2
BOWRAH_clean 6 3 2
BOWSUC_clean 2 3 2
BOWZUK_clean 1 1 3
BOXFOK_clean 1 1 1
BOXYEU_clean 3 3 3
BOXYIY_clean 4 3 2
BOYCEY_auto 2 2 1
BOYTEQ_clean 2 2 4
BOYYOF_clean 2 2 2
BOZFIH_clean 3 2 1
BOZFON_clean 2 1 3
BUBQOE_clean 2 4 2
BUBTUP_clean 2 2 1
BUBWOM_clean 2 3 2
BUCROH_charged 2 2 2
BUCSEY_clean 2 2 2
BUCSIC_charged 2 2 2
BUCVAY_clean 1 2 2
BUCVIG_clean 1 2 2
BUCWAZ_clean 2 2 1
BUCYAA_clean 2 2 2
BUDDIO_clean 7 4 1
BUFNEW_charged 1 1 1
BUFNOG_charged 1 1 1
BUGSAY_clean 5 2 2
BUGSIG_clean 5 2 2
BUKMUQ01_clean 3 3 2
BUKRUW01_clean 2 2 2
BUKRUW02_clean 2 2 2
BUKRUW03_clean 2 2 2
BUKYAJ_clean 4 3 3
BUPDUM_clean 1 1 1
BUPFAU_clean 1 1 1
BUPFEY_clean 1 1 1
BUPVEP_clean 2 2 2
BUQWER_clean 2 2 2
BURHUS_clean 2 4 2
BURJOO_clean 3 3 2
BURQIQ_clean 2 3 2
BUSGIG_clean 4 4 2
BUSGOM_clean 4 3 2
BUSNAF_clean 3 2 2
BUSQEM_clean 3 3 2
BUSQIQ_clean 4 4 3
BUSQUC_clean 3 3 3
BUSRUE_clean 3 1 2
BUVHEH_clean 3 3 3
BUVWOF02_clean 4 2 2
BUVWOF03_clean 2 2 2
BUVXOG_clean 4 2 2
BUVYEX_clean 2 2 2
BUVYIB01_clean 3 2 2
BUVYIB_clean 3 2 2
BUWMAJ_clean 2 2 2
BUWMEN_clean 2 2 3
BUWMIR_clean 2 2 3
BUXNOZ_clean 1 1 1
BUYNAL_charged 3 3 3
c4dt03702b_c4dt03702b2_clean 2 2 2
c5cc06190c_c5cc06190c2_clean 4 4 2
c5cc09432a_c5cc09432a2_clean 2 1 2
c5cc10203k_c5cc10203k2_clean 2 2 2
c5ce00010f_c5ce00010f2_clean 1 3 2
c5ce00677e_c5ce00677e2_clean 4 2 3
c5ce00862j_c5ce00862j2_clean 2 2 4
c5ce01948f_c5ce01948f2_clean 2 2 3
c5ce02194d_c5ce02194d2_clean 3 1 1
c5dt00281h_c5dt00281h2_clean 5 3 4
c5dt02374b_c5dt02374b2_clean 3 3 3
c5dt03091a_c5dt03091a2_clean 1 1 1
c5gc02393a_c5gc02393a2_clean 2 2 2
c5nj01930c_c5nj01930c2_clean 2 2 2
c5nj02634b_c5nj02634b2_clean 2 2 3
c5sc03494a_c5sc03494a2_clean 2 2 2
c5ta04552e_c5ta04552e2_clean 4 3 2
c6cc00862c_c6cc00862c2_clean 2 2 2
c6cc02494g_c6cc02494g1_clean 2 2 2
c6cc02494g_c6cc02494g3_clean 2 2 2
c6cc02494g_c6cc02494g4_clean 2 2 2
c6cc02494g_c6cc02494g5_clean 2 2 2
c6cc02494g_c6cc02494g6_clean 2 2 2
c6ce00126b_c6ce00126b2_clean 2 2 2
c6ce00141f_c6ce00141f2_clean 1 2 2
c6ce00407e_c6ce00407e1_clean 2 2 2
c6ce00407e_c6ce00407e2_clean 2 2 2
c6ce00407e_c6ce00407e3_clean 2 2 2
c6ce00407e_c6ce00407e4_clean 1 1 1
c6ce00407e_c6ce00407e5_clean 1 1 1
c6ce00407e_c6ce00407e6_clean 1 1 1
c6ce00407e_c6ce00407e7_clean 1 1 1
c6ce00407e_c6ce00407e9_clean 2 2 2
c6cp03028a_c6cp03028a3_clean 2 2 3
c6ra27069g_c6ra27069g2_clean 3 2 3
c6ra28728j_c6ra28728j2_clean 3 2 2
CABDER_clean 2 1 2
CABJOH_clean 4 2 1
CABQEB_clean 3 2 2
CACBUG_clean 4 3 3
CADPIH_clean 3 3 2
CADPII_clean 4 2 2
CADQAB_clean 3 3 3
CADQOP_clean 3 3 3
CADZIT_clean 2 5 2
CAFRUX_clean 2 2 2
CAGSAG_clean 2 2 2
CAGXIU_clean 2 5 2
CAHLEE_clean 4 2 2
CAHNEF_clean 3 3 2
CAHQOS_clean 4 4 3
CAHSOU_clean 3 3 1
CAHVAJ_clean 3 3 2
CAJHUS03_clean 5 5 4
CAJHUS04_clean 5 5 4
CAJHUS_clean 5 5 4
CAJLEH_clean 3 2 2
CAJQEL_clean 2 2 2
CAJQIP_clean 2 2 1
CAJVUG_charged 3 3 1
CAJWIV_ion_b 3 3 3
CAKFEB01_clean 2 3 2
CAKFEB_clean 3 2 2
CAKXET_clean 4 3 2
CAKXOD_clean 4 3 2
CAKYAQ_clean 4 3 2
CAKYEU_clean 4 3 2
CAKYIY_clean 4 3 2
CAMROA_clean 1 3 2
CANRIU_clean 3 2 2
CANROA_clean 3 2 2
CANRUG_clean 3 2 2
CANYIB_clean 3 2 2
CANZOH_clean 3 3 3
CAPLOX_clean 3 3 3
CAQCAZ_clean 4 2 2
CASTEW_clean 4 2 2
CATART03_clean 3 3 3
CAVMIW_clean 3 2 3
CAVMOD_clean 2 2 1
CAVNOE_clean 2 4 3
CAVPEW_manual 1 1 1
CAVPIA_manual 1 1 1
CAVPUM_manual 1 1 1
CAVRAU_clean 2 2 2
CAVREY_clean 2 2 2
CAVSUP_clean 2 2 5
CAVTAW_clean 3 2 5
CAVVUS_clean 3 2 2
CAWDOU01_charged 2 2 2
CAWDOU02_clean 2 2 2
CAWDOU_charged 2 2 2
CAWGAJ_clean 3 2 2
CAWVIH_SL 3 2 2
CAWZUX_clean 2 2 1
CAXPIC_clean 3 3 3
CAXTAY_clean 2 2 1
CAXTEC_clean 2 2 1
CAXVII_clean 4 2 2
CAXVOO_clean 4 2 2
CAXVUU_clean 4 2 2
CAXWAB_clean 4 2 2
CAXWEF_clean 4 2 2
CAXWIJ_clean 4 2 2
CAXXEG_clean 3 2 2
CAXZOS_clean 2 2 2
CAXZUY_clean 1 1 2
CAYCAI_clean 2 2 2
CAYDEN_clean 4 3 3
CAYDIR_clean 4 3 3
CAYDUD_clean 3 3 4
CAYKEU_clean 3 3 2
CAYMIZ_clean 4 2 2
CAYQAV_clean 2 2 2
CAYSIE_clean 3 2 2
CAYSOK_clean 3 2 2
CAYSOL_clean 2 2 3
CAYYEG_clean 3 2 2
CAZFOA_clean 3 3 3
CAZGIT_clean 3 2 2
CAZGOZ_clean 2 2 2
CAZNEY_clean 3 3 1
CAZNOI_charged 2 2 1
CAZNUO_charged 2 2 2
CDLGLU01_clean 4 3 3
CDLGLU10_clean 4 3 3
CDLGLU11_clean 4 3 3
CDLGLU12_clean 4 3 3
CEBDOD_clean 4 3 3
CECVAI_clean 2 2 2
CECVIQ_clean 4 3 2
CECVOW_clean 4 3 2
CEDFIC_clean 3 3 2
CEFDAU_clean 2 3 3
CEFLEF_clean 2 2 2
CEGDUO_clean 3 2 3
CEGFAW_clean 3 3 2
CEGWER_clean 4 3 2
CEHLAD_clean 2 2 1
CEHTEP_clean 3 3 2
